method,split,task,regime,mean_success_rate,ci95_success_rate,mean_mechanism_precision,ci95_mechanism_precision,mean_incompatible_retrieval_rate,ci95_incompatible_retrieval_rate,mean_damage_rate,ci95_damage_rate,mean_recovery_success,ci95_recovery_success,mean_query_cost,ci95_query_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
retrieved_context_behavior_clone,combined_stress,cloth_slide_over_edge,actuator_lag_shift,0.455782,0.041899,0.466387,0.001408,0.305349,0.002844,0.118267,0.002458,0.431353,0.001614,0.233806,0.000986,0.119067,0.000662,7,84
retrieved_context_behavior_clone,combined_stress,cloth_slide_over_edge,compliance_shift,0.542517,0.049065,0.464445,0.003796,0.299767,0.001027,0.113060,0.001419,0.443528,0.001500,0.229699,0.001104,0.115887,0.000684,7,84
retrieved_context_behavior_clone,combined_stress,cloth_slide_over_edge,compound_mechanism_shift,0.465986,0.038586,0.452156,0.001485,0.318544,0.001104,0.124903,0.000752,0.431341,0.001612,0.231764,0.002647,0.122198,0.001882,7,84
retrieved_context_behavior_clone,combined_stress,cloth_slide_over_edge,friction_mismatch,0.523810,0.024944,0.470889,0.001395,0.292561,0.001037,0.109786,0.001216,0.444566,0.005393,0.228276,0.000992,0.113885,0.000691,7,84
retrieved_context_behavior_clone,combined_stress,cloth_slide_over_edge,occluded_contact_shift,0.505102,0.037712,0.464428,0.001460,0.305965,0.001085,0.113777,0.001546,0.442389,0.001584,0.231721,0.000721,0.117591,0.000724,7,84
retrieved_context_behavior_clone,combined_stress,cloth_slide_over_edge,source_matched,0.578231,0.023254,0.480906,0.005208,0.275437,0.001008,0.101454,0.002037,0.450027,0.001472,0.224816,0.002505,0.112885,0.000671,7,84
retrieved_context_behavior_clone,combined_stress,cloth_slide_over_edge,support_topology_shift,0.523810,0.035642,0.467412,0.001460,0.295965,0.001085,0.112830,0.001480,0.442495,0.001584,0.227687,0.001071,0.113483,0.000724,7,84
retrieved_context_behavior_clone,combined_stress,drawer_pull_with_stiction,actuator_lag_shift,0.549320,0.034694,0.465071,0.004718,0.307452,0.003853,0.115533,0.000756,0.427976,0.004220,0.229336,0.002362,0.120501,0.000651,7,84
retrieved_context_behavior_clone,combined_stress,drawer_pull_with_stiction,compliance_shift,0.559524,0.035642,0.473504,0.001434,0.295930,0.003558,0.112024,0.000843,0.428906,0.001697,0.226914,0.000898,0.113254,0.000651,7,84
retrieved_context_behavior_clone,combined_stress,drawer_pull_with_stiction,compound_mechanism_shift,0.511905,0.042904,0.458592,0.004668,0.323031,0.001143,0.123745,0.001158,0.431445,0.004232,0.234123,0.000925,0.120690,0.000763,7,84
retrieved_context_behavior_clone,combined_stress,drawer_pull_with_stiction,friction_mismatch,0.610544,0.024267,0.470187,0.001447,0.288264,0.001075,0.105871,0.002789,0.439563,0.001570,0.226495,0.000665,0.113224,0.000717,7,84
retrieved_context_behavior_clone,combined_stress,drawer_pull_with_stiction,occluded_contact_shift,0.510204,0.031972,0.467518,0.001511,0.304512,0.001123,0.115890,0.001429,0.436393,0.001640,0.230692,0.002058,0.118876,0.000750,7,84
retrieved_context_behavior_clone,combined_stress,drawer_pull_with_stiction,source_matched,0.661565,0.039721,0.477471,0.003787,0.274236,0.001047,0.096472,0.001437,0.444399,0.001528,0.220573,0.001627,0.112057,0.002381,7,84
retrieved_context_behavior_clone,combined_stress,drawer_pull_with_stiction,support_topology_shift,0.569728,0.025676,0.470502,0.001511,0.294512,0.001123,0.108410,0.001241,0.436499,0.001640,0.228374,0.001018,0.114768,0.000750,7,84
retrieved_context_behavior_clone,combined_stress,peg_insert_contact_search,actuator_lag_shift,0.503401,0.047415,0.462602,0.005127,0.303581,0.001085,0.117773,0.001467,0.403371,0.001584,0.228258,0.001151,0.117553,0.002568,7,84
retrieved_context_behavior_clone,combined_stress,peg_insert_contact_search,compliance_shift,0.540816,0.035224,0.469644,0.005147,0.294446,0.001066,0.112060,0.002532,0.407786,0.001556,0.229334,0.000999,0.115370,0.000711,7,84
retrieved_context_behavior_clone,combined_stress,peg_insert_contact_search,compound_mechanism_shift,0.482993,0.041006,0.460297,0.003744,0.322289,0.001143,0.124536,0.001440,0.408836,0.001668,0.234893,0.001149,0.121028,0.000763,7,84
retrieved_context_behavior_clone,combined_stress,peg_insert_contact_search,friction_mismatch,0.590136,0.052634,0.472740,0.001447,0.289874,0.001075,0.103662,0.001690,0.417815,0.001570,0.227571,0.001993,0.115172,0.000717,7,84
retrieved_context_behavior_clone,combined_stress,peg_insert_contact_search,occluded_contact_shift,0.491497,0.026805,0.467831,0.001511,0.304442,0.001123,0.116975,0.000747,0.412193,0.001640,0.228337,0.002313,0.118531,0.001878,7,84
retrieved_context_behavior_clone,combined_stress,peg_insert_contact_search,source_matched,0.581633,0.039907,0.479081,0.001408,0.276854,0.001047,0.100775,0.001262,0.418978,0.005384,0.223154,0.001003,0.108978,0.000697,7,84
retrieved_context_behavior_clone,combined_stress,peg_insert_contact_search,support_topology_shift,0.574830,0.048762,0.470815,0.001511,0.294442,0.001123,0.109019,0.000554,0.412299,0.001640,0.229116,0.000422,0.115566,0.000750,7,84
retrieved_context_behavior_clone,combined_stress,twist_lid_with_force_limit,actuator_lag_shift,0.500000,0.043504,0.463617,0.001472,0.309060,0.001095,0.118317,0.002494,0.405807,0.001598,0.230185,0.001173,0.116109,0.000730,7,84
retrieved_context_behavior_clone,combined_stress,twist_lid_with_force_limit,compliance_shift,0.557823,0.031972,0.466164,0.001447,0.298268,0.001075,0.109825,0.002377,0.407804,0.001570,0.229871,0.000659,0.116223,0.000717,7,84
retrieved_context_behavior_clone,combined_stress,twist_lid_with_force_limit,compound_mechanism_shift,0.467687,0.032088,0.461075,0.001549,0.320730,0.001152,0.122385,0.000868,0.400996,0.001682,0.232295,0.000731,0.118196,0.000770,7,84
retrieved_context_behavior_clone,combined_stress,twist_lid_with_force_limit,friction_mismatch,0.571429,0.023882,0.477225,0.003769,0.287665,0.003853,0.105670,0.000585,0.403880,0.004220,0.225730,0.002587,0.116468,0.000651,7,84
retrieved_context_behavior_clone,combined_stress,twist_lid_with_force_limit,occluded_contact_shift,0.547619,0.042904,0.464115,0.001524,0.301227,0.001133,0.112168,0.001501,0.401935,0.001654,0.229352,0.001192,0.115708,0.000757,7,84
retrieved_context_behavior_clone,combined_stress,twist_lid_with_force_limit,source_matched,0.598639,0.029565,0.482540,0.001421,0.273876,0.003876,0.100356,0.000936,0.411638,0.005718,0.222587,0.001016,0.108604,0.000631,7,84
retrieved_context_behavior_clone,combined_stress,twist_lid_with_force_limit,support_topology_shift,0.540816,0.031329,0.467099,0.001524,0.291227,0.001133,0.110587,0.002535,0.402041,0.001654,0.225675,0.000957,0.115031,0.002543,7,84
retrieved_context_behavior_clone,cross_embodiment,cable_route_around_hook,actuator_lag_shift,0.527211,0.028674,0.468513,0.004727,0.289629,0.001075,0.112431,0.001787,0.447168,0.001570,0.225970,0.000736,0.111461,0.000717,7,84
retrieved_context_behavior_clone,cross_embodiment,cable_route_around_hook,compliance_shift,0.561224,0.034694,0.472605,0.003783,0.281712,0.001056,0.103116,0.000584,0.453362,0.001542,0.223332,0.002889,0.113543,0.000704,7,84
retrieved_context_behavior_clone,cross_embodiment,cable_route_around_hook,compound_mechanism_shift,0.460884,0.041276,0.465797,0.001524,0.304599,0.001133,0.118483,0.001130,0.447175,0.001654,0.230756,0.000905,0.115807,0.000757,7,84
retrieved_context_behavior_clone,cross_embodiment,cable_route_around_hook,friction_mismatch,0.559524,0.031388,0.481858,0.001434,0.274897,0.002837,0.100935,0.000774,0.454970,0.005781,0.219644,0.000778,0.109522,0.002604,7,84
retrieved_context_behavior_clone,cross_embodiment,cable_route_around_hook,occluded_contact_shift,0.539116,0.035172,0.472541,0.001498,0.287874,0.001114,0.110360,0.001256,0.452170,0.001626,0.223972,0.002292,0.112935,0.002350,7,84
retrieved_context_behavior_clone,cross_embodiment,cable_route_around_hook,source_matched,0.569728,0.025166,0.490598,0.001395,0.255102,0.002847,0.092649,0.002235,0.453958,0.001600,0.219596,0.002755,0.107836,0.000655,7,84
retrieved_context_behavior_clone,cross_embodiment,cable_route_around_hook,support_topology_shift,0.510204,0.050516,0.476381,0.001498,0.278516,0.001114,0.105125,0.001209,0.453213,0.001626,0.225607,0.002166,0.111553,0.000743,7,84
retrieved_context_behavior_clone,cross_embodiment,cloth_slide_over_edge,actuator_lag_shift,0.489796,0.028545,0.467502,0.001421,0.293342,0.001056,0.111057,0.001157,0.448049,0.001542,0.223797,0.000943,0.113398,0.002584,7,84
retrieved_context_behavior_clone,cross_embodiment,cloth_slide_over_edge,compliance_shift,0.590136,0.039394,0.477530,0.001395,0.281300,0.003891,0.104217,0.002343,0.443076,0.004243,0.224341,0.002463,0.112655,0.000618,7,84
retrieved_context_behavior_clone,cross_embodiment,cloth_slide_over_edge,compound_mechanism_shift,0.488095,0.051676,0.462990,0.004693,0.301819,0.002821,0.116719,0.000738,0.436004,0.001712,0.230211,0.000723,0.115585,0.000708,7,84
retrieved_context_behavior_clone,cross_embodiment,cloth_slide_over_edge,friction_mismatch,0.646259,0.040000,0.484958,0.003787,0.269687,0.001047,0.097321,0.001756,0.447970,0.001528,0.221219,0.002829,0.111066,0.000697,7,84
retrieved_context_behavior_clone,cross_embodiment,cloth_slide_over_edge,occluded_contact_shift,0.527211,0.037663,0.468808,0.001472,0.286115,0.001095,0.111278,0.000714,0.445062,0.001598,0.223511,0.000591,0.109982,0.001885,7,84
retrieved_context_behavior_clone,cross_embodiment,cloth_slide_over_edge,source_matched,0.610544,0.046587,0.485450,0.001370,0.260856,0.002854,0.092368,0.002138,0.455248,0.005837,0.217689,0.002192,0.107740,0.001961,7,84
retrieved_context_behavior_clone,cross_embodiment,cloth_slide_over_edge,support_topology_shift,0.571429,0.038103,0.472648,0.001472,0.276757,0.001095,0.104580,0.001199,0.446106,0.001598,0.221835,0.002197,0.112030,0.001885,7,84
retrieved_context_behavior_clone,cross_embodiment,drawer_pull_with_stiction,actuator_lag_shift,0.545918,0.033555,0.474630,0.001472,0.295172,0.001095,0.109886,0.002434,0.441344,0.005337,0.226456,0.000928,0.112289,0.000730,7,84
retrieved_context_behavior_clone,cross_embodiment,drawer_pull_with_stiction,compliance_shift,0.619048,0.040092,0.476738,0.001447,0.284051,0.001075,0.101987,0.001073,0.445432,0.004266,0.224564,0.002250,0.112177,0.000717,7,84
retrieved_context_behavior_clone,cross_embodiment,drawer_pull_with_stiction,compound_mechanism_shift,0.534014,0.026176,0.464149,0.005057,0.306033,0.002808,0.117520,0.000572,0.437924,0.005202,0.228884,0.000618,0.114965,0.000734,7,84
retrieved_context_behavior_clone,cross_embodiment,drawer_pull_with_stiction,friction_mismatch,0.630952,0.026458,0.478979,0.004718,0.268547,0.001085,0.099950,0.000764,0.442073,0.001584,0.218323,0.000657,0.109068,0.002568,7,84
retrieved_context_behavior_clone,cross_embodiment,drawer_pull_with_stiction,occluded_contact_shift,0.583333,0.030123,0.475768,0.001524,0.287819,0.001133,0.107728,0.001215,0.443318,0.001654,0.226085,0.000993,0.112217,0.000757,7,84
retrieved_context_behavior_clone,cross_embodiment,drawer_pull_with_stiction,source_matched,0.695578,0.034480,0.492746,0.001421,0.255952,0.003564,0.093629,0.000797,0.443855,0.001683,0.217740,0.000830,0.104307,0.000644,7,84
retrieved_context_behavior_clone,cross_embodiment,drawer_pull_with_stiction,support_topology_shift,0.629252,0.044222,0.479608,0.001524,0.278461,0.001133,0.100996,0.000722,0.444362,0.001654,0.222098,0.000580,0.108548,0.000757,7,84
retrieved_context_behavior_clone,cross_embodiment,peg_insert_contact_search,actuator_lag_shift,0.549320,0.022443,0.476216,0.001472,0.292830,0.003539,0.108744,0.000808,0.413539,0.005725,0.226790,0.001897,0.113763,0.000670,7,84
retrieved_context_behavior_clone,cross_embodiment,peg_insert_contact_search,compliance_shift,0.571429,0.034157,0.479219,0.001447,0.282381,0.003551,0.104650,0.000972,0.416036,0.005747,0.221487,0.001833,0.111824,0.002444,7,84
retrieved_context_behavior_clone,cross_embodiment,peg_insert_contact_search,compound_mechanism_shift,0.467687,0.057767,0.465333,0.005057,0.306821,0.001152,0.118950,0.001567,0.414688,0.004227,0.229994,0.001213,0.115151,0.000770,7,84
retrieved_context_behavior_clone,cross_embodiment,peg_insert_contact_search,friction_mismatch,0.632653,0.020000,0.476438,0.001460,0.269972,0.001085,0.101635,0.000665,0.419767,0.001584,0.220049,0.000600,0.106259,0.000724,7,84
retrieved_context_behavior_clone,cross_embodiment,peg_insert_contact_search,occluded_contact_shift,0.542517,0.037019,0.475562,0.001524,0.287564,0.001133,0.109017,0.000761,0.418559,0.001654,0.226143,0.001738,0.112832,0.000757,7,84
retrieved_context_behavior_clone,cross_embodiment,peg_insert_contact_search,source_matched,0.634354,0.042817,0.489263,0.005157,0.254954,0.001056,0.091345,0.002225,0.423158,0.001542,0.219875,0.001894,0.106701,0.000704,7,84
retrieved_context_behavior_clone,cross_embodiment,peg_insert_contact_search,support_topology_shift,0.583333,0.019052,0.479402,0.001524,0.278205,0.001133,0.102387,0.000935,0.419603,0.001654,0.223371,0.000801,0.109164,0.000757,7,84
retrieved_context_behavior_clone,cross_embodiment,twist_lid_with_force_limit,actuator_lag_shift,0.576531,0.035590,0.469232,0.001485,0.290467,0.001104,0.110926,0.001246,0.409851,0.001612,0.223098,0.001853,0.113846,0.002354,7,84
retrieved_context_behavior_clone,cross_embodiment,twist_lid_with_force_limit,compliance_shift,0.588435,0.050369,0.474601,0.004718,0.278362,0.001085,0.105808,0.001129,0.409930,0.001584,0.221407,0.000875,0.109629,0.002363,7,84
retrieved_context_behavior_clone,cross_embodiment,twist_lid_with_force_limit,compound_mechanism_shift,0.549320,0.041500,0.467260,0.004651,0.305996,0.001162,0.115467,0.001158,0.410673,0.001696,0.226565,0.000930,0.112856,0.000776,7,84
retrieved_context_behavior_clone,cross_embodiment,twist_lid_with_force_limit,friction_mismatch,0.647959,0.047180,0.484358,0.001472,0.275357,0.001095,0.098367,0.002368,0.417100,0.005337,0.221689,0.000890,0.108216,0.000730,7,84
retrieved_context_behavior_clone,cross_embodiment,twist_lid_with_force_limit,occluded_contact_shift,0.569728,0.050772,0.472994,0.001536,0.285083,0.001143,0.106538,0.001972,0.409553,0.001668,0.223515,0.000855,0.109403,0.000763,7,84
retrieved_context_behavior_clone,cross_embodiment,twist_lid_with_force_limit,source_matched,0.653061,0.041186,0.484723,0.001434,0.257855,0.001066,0.089598,0.001452,0.422009,0.001556,0.219811,0.001999,0.106957,0.000711,7,84
retrieved_context_behavior_clone,cross_embodiment,twist_lid_with_force_limit,support_topology_shift,0.608844,0.033555,0.476834,0.001536,0.275724,0.001143,0.104516,0.002683,0.410597,0.001668,0.219624,0.000499,0.110309,0.002537,7,84
retrieved_context_behavior_clone,heldout_mechanism,cable_route_around_hook,actuator_lag_shift,0.530612,0.037019,0.475668,0.001460,0.286385,0.001085,0.105799,0.001104,0.456019,0.004261,0.226022,0.000890,0.111249,0.000724,7,84
retrieved_context_behavior_clone,heldout_mechanism,cable_route_around_hook,compliance_shift,0.557823,0.034319,0.480295,0.001434,0.277153,0.001066,0.102506,0.000883,0.457721,0.005365,0.219172,0.000724,0.107857,0.002579,7,84
retrieved_context_behavior_clone,heldout_mechanism,cable_route_around_hook,compound_mechanism_shift,0.471088,0.034854,0.466662,0.001536,0.293207,0.001143,0.114820,0.002335,0.446702,0.001668,0.225281,0.001008,0.111160,0.001874,7,84
retrieved_context_behavior_clone,heldout_mechanism,cable_route_around_hook,friction_mismatch,0.545918,0.032773,0.485958,0.005137,0.260786,0.001075,0.100305,0.000912,0.455673,0.001570,0.219550,0.000751,0.104157,0.000717,7,84
retrieved_context_behavior_clone,heldout_mechanism,cable_route_around_hook,occluded_contact_shift,0.564626,0.063567,0.473813,0.003752,0.276787,0.002817,0.103187,0.001316,0.449570,0.001726,0.223059,0.001030,0.108497,0.000715,7,84
retrieved_context_behavior_clone,heldout_mechanism,cable_route_around_hook,source_matched,0.632653,0.031151,0.494322,0.004752,0.247568,0.001047,0.087363,0.001086,0.461692,0.001528,0.215955,0.002544,0.105831,0.000697,7,84
retrieved_context_behavior_clone,heldout_mechanism,cable_route_around_hook,support_topology_shift,0.610544,0.046865,0.478509,0.003752,0.268071,0.002817,0.100361,0.002426,0.451551,0.001726,0.219500,0.001089,0.105268,0.000715,7,84
retrieved_context_behavior_clone,heldout_mechanism,cloth_slide_over_edge,actuator_lag_shift,0.556122,0.041276,0.477377,0.001434,0.283649,0.003868,0.108631,0.000867,0.444789,0.005289,0.222073,0.000695,0.107603,0.000638,7,84
retrieved_context_behavior_clone,heldout_mechanism,cloth_slide_over_edge,compliance_shift,0.561224,0.039581,0.485652,0.001408,0.270293,0.001047,0.100435,0.002276,0.448188,0.001528,0.220787,0.002375,0.110535,0.000697,7,84
retrieved_context_behavior_clone,heldout_mechanism,cloth_slide_over_edge,compound_mechanism_shift,0.511905,0.051171,0.473434,0.001511,0.299414,0.001123,0.117119,0.001959,0.445957,0.005309,0.223650,0.001036,0.112493,0.002548,7,84
retrieved_context_behavior_clone,heldout_mechanism,cloth_slide_over_edge,friction_mismatch,0.591837,0.042208,0.480343,0.001421,0.264563,0.001056,0.096126,0.001115,0.456526,0.001542,0.217371,0.002141,0.107257,0.002376,7,84
retrieved_context_behavior_clone,heldout_mechanism,cloth_slide_over_edge,occluded_contact_shift,0.559524,0.026943,0.481946,0.001485,0.280585,0.003532,0.103473,0.000812,0.447880,0.005715,0.223895,0.000906,0.109324,0.000677,7,84
retrieved_context_behavior_clone,heldout_mechanism,cloth_slide_over_edge,source_matched,0.675170,0.052845,0.491892,0.001383,0.250304,0.003898,0.087053,0.002355,0.455879,0.005326,0.214272,0.002895,0.104788,0.001923,7,84
retrieved_context_behavior_clone,heldout_mechanism,cloth_slide_over_edge,support_topology_shift,0.562925,0.035901,0.486642,0.001485,0.273584,0.002824,0.101627,0.002652,0.452365,0.005738,0.220931,0.001006,0.106126,0.000701,7,84
retrieved_context_behavior_clone,heldout_mechanism,drawer_pull_with_stiction,actuator_lag_shift,0.576531,0.042557,0.472405,0.001485,0.281695,0.001104,0.107585,0.000859,0.442645,0.001612,0.221523,0.002690,0.111869,0.001882,7,84
retrieved_context_behavior_clone,heldout_mechanism,drawer_pull_with_stiction,compliance_shift,0.639456,0.050074,0.479621,0.005127,0.269260,0.001085,0.101201,0.001359,0.442243,0.001584,0.217754,0.001059,0.108570,0.002568,7,84
retrieved_context_behavior_clone,heldout_mechanism,drawer_pull_with_stiction,compound_mechanism_shift,0.562925,0.024795,0.469354,0.005047,0.298129,0.001162,0.112525,0.000642,0.444790,0.001696,0.224260,0.000588,0.110356,0.000776,7,84
retrieved_context_behavior_clone,heldout_mechanism,drawer_pull_with_stiction,friction_mismatch,0.603741,0.054297,0.487420,0.001472,0.266501,0.001095,0.096991,0.002613,0.452345,0.004256,0.219533,0.000931,0.105039,0.000730,7,84
retrieved_context_behavior_clone,heldout_mechanism,drawer_pull_with_stiction,occluded_contact_shift,0.598639,0.036260,0.476807,0.001536,0.276791,0.001143,0.104117,0.002530,0.443049,0.001668,0.220712,0.000800,0.106612,0.000763,7,84
retrieved_context_behavior_clone,heldout_mechanism,drawer_pull_with_stiction,source_matched,0.659864,0.042251,0.489375,0.003778,0.248477,0.001066,0.089101,0.002835,0.453919,0.001556,0.217737,0.000959,0.103422,0.000711,7,84
retrieved_context_behavior_clone,heldout_mechanism,drawer_pull_with_stiction,support_topology_shift,0.619048,0.027889,0.481503,0.001536,0.268074,0.001143,0.100658,0.002701,0.445029,0.001668,0.217510,0.000592,0.107957,0.002537,7,84
retrieved_context_behavior_clone,heldout_mechanism,peg_insert_contact_search,actuator_lag_shift,0.576531,0.030490,0.473502,0.001485,0.282533,0.001104,0.108811,0.000719,0.419320,0.001612,0.220561,0.000618,0.109771,0.002558,7,84
retrieved_context_behavior_clone,heldout_mechanism,peg_insert_contact_search,compliance_shift,0.569728,0.048151,0.477040,0.003769,0.270770,0.001085,0.104321,0.000691,0.419898,0.001584,0.220503,0.000529,0.105789,0.000724,7,84
retrieved_context_behavior_clone,heldout_mechanism,peg_insert_contact_search,compound_mechanism_shift,0.527211,0.024267,0.472337,0.003736,0.296952,0.001162,0.112971,0.000838,0.418521,0.001696,0.224741,0.000726,0.110308,0.000776,7,84
retrieved_context_behavior_clone,heldout_mechanism,peg_insert_contact_search,friction_mismatch,0.637755,0.034854,0.488964,0.001472,0.265960,0.002827,0.094228,0.000784,0.424433,0.005749,0.220606,0.000744,0.106570,0.000695,7,84
retrieved_context_behavior_clone,heldout_mechanism,peg_insert_contact_search,occluded_contact_shift,0.585034,0.059473,0.476112,0.001536,0.276285,0.001143,0.103476,0.002178,0.417761,0.001668,0.221331,0.000966,0.107024,0.000763,7,84
retrieved_context_behavior_clone,heldout_mechanism,peg_insert_contact_search,source_matched,0.658163,0.042514,0.489977,0.001434,0.250659,0.001066,0.087928,0.001331,0.432556,0.001556,0.215407,0.002471,0.105675,0.000711,7,84
retrieved_context_behavior_clone,heldout_mechanism,peg_insert_contact_search,support_topology_shift,0.596939,0.040552,0.480808,0.001536,0.267568,0.001143,0.100187,0.002889,0.419741,0.001668,0.218249,0.000805,0.107226,0.002537,7,84
retrieved_context_behavior_clone,heldout_mechanism,twist_lid_with_force_limit,actuator_lag_shift,0.605442,0.041186,0.474508,0.005097,0.282660,0.003830,0.104838,0.002519,0.409078,0.004207,0.223099,0.000685,0.109291,0.000671,7,84
retrieved_context_behavior_clone,heldout_mechanism,twist_lid_with_force_limit,compliance_shift,0.591837,0.035538,0.482699,0.001472,0.276102,0.001095,0.100914,0.002784,0.419828,0.004256,0.222033,0.000732,0.107729,0.000730,7,84
retrieved_context_behavior_clone,heldout_mechanism,twist_lid_with_force_limit,compound_mechanism_shift,0.559524,0.042601,0.470820,0.004643,0.296901,0.001171,0.113372,0.001919,0.413166,0.001710,0.222540,0.001033,0.113137,0.002522,7,84
retrieved_context_behavior_clone,heldout_mechanism,twist_lid_with_force_limit,friction_mismatch,0.607143,0.035277,0.482006,0.001485,0.261828,0.001104,0.097434,0.000715,0.418264,0.001612,0.217709,0.002387,0.107749,0.001882,7,84
retrieved_context_behavior_clone,heldout_mechanism,twist_lid_with_force_limit,occluded_contact_shift,0.612245,0.040369,0.474673,0.001549,0.276293,0.002808,0.106310,0.001840,0.409919,0.001768,0.220385,0.001887,0.109894,0.002341,7,84
retrieved_context_behavior_clone,heldout_mechanism,twist_lid_with_force_limit,source_matched,0.649660,0.039394,0.495715,0.001447,0.250904,0.003551,0.089365,0.000812,0.422487,0.005747,0.213975,0.002314,0.104133,0.002444,7,84
retrieved_context_behavior_clone,heldout_mechanism,twist_lid_with_force_limit,support_topology_shift,0.617347,0.042426,0.479369,0.001549,0.267577,0.002808,0.102013,0.001115,0.411900,0.001768,0.220828,0.002703,0.108952,0.000734,7,84
retrieved_context_behavior_clone,heldout_object,cable_route_around_hook,actuator_lag_shift,0.534014,0.031151,0.477530,0.004744,0.273522,0.001056,0.102586,0.000804,0.457727,0.001542,0.220372,0.002802,0.109710,0.000704,7,84
retrieved_context_behavior_clone,heldout_object,cable_route_around_hook,compliance_shift,0.581633,0.036158,0.482839,0.001395,0.266517,0.002847,0.101680,0.000958,0.460108,0.005815,0.220439,0.000727,0.105556,0.000655,7,84
retrieved_context_behavior_clone,heldout_object,cable_route_around_hook,compound_mechanism_shift,0.537415,0.040231,0.473673,0.005097,0.285921,0.003830,0.109911,0.001259,0.451408,0.005201,0.223612,0.001168,0.108865,0.000671,7,84
retrieved_context_behavior_clone,heldout_object,cable_route_around_hook,friction_mismatch,0.612245,0.037712,0.492411,0.001408,0.253081,0.003570,0.093942,0.002962,0.457194,0.001669,0.218745,0.000797,0.103862,0.000637,7,84
retrieved_context_behavior_clone,heldout_object,cable_route_around_hook,occluded_contact_shift,0.561224,0.026667,0.479603,0.004710,0.266871,0.001095,0.103439,0.000853,0.455581,0.001598,0.217183,0.000723,0.106688,0.002563,7,84
retrieved_context_behavior_clone,heldout_object,cable_route_around_hook,source_matched,0.622449,0.036616,0.495045,0.004778,0.242427,0.001018,0.089006,0.001292,0.472102,0.001486,0.215644,0.001480,0.101574,0.000678,7,84
retrieved_context_behavior_clone,heldout_object,cable_route_around_hook,support_topology_shift,0.598639,0.009813,0.486305,0.005117,0.259659,0.003539,0.096182,0.000577,0.457185,0.004177,0.219319,0.001938,0.105632,0.000670,7,84
retrieved_context_behavior_clone,heldout_object,cloth_slide_over_edge,actuator_lag_shift,0.581633,0.044222,0.480098,0.001395,0.273255,0.003891,0.103324,0.003011,0.447376,0.004243,0.221159,0.002594,0.108868,0.000618,7,84
retrieved_context_behavior_clone,heldout_object,cloth_slide_over_edge,compliance_shift,0.617347,0.037218,0.482195,0.004778,0.265556,0.001018,0.099854,0.001254,0.459034,0.001486,0.219785,0.001463,0.106526,0.000678,7,84
retrieved_context_behavior_clone,heldout_object,cloth_slide_over_edge,compound_mechanism_shift,0.551020,0.025820,0.476732,0.001472,0.289452,0.002827,0.109573,0.001052,0.449175,0.005749,0.225120,0.000952,0.110624,0.000695,7,84
retrieved_context_behavior_clone,heldout_object,cloth_slide_over_edge,friction_mismatch,0.627551,0.019532,0.485369,0.001383,0.257612,0.001027,0.095454,0.002022,0.461567,0.004291,0.218609,0.000702,0.104019,0.000684,7,84
retrieved_context_behavior_clone,heldout_object,cloth_slide_over_edge,occluded_contact_shift,0.578231,0.030912,0.479450,0.004727,0.267992,0.001075,0.103532,0.002553,0.452403,0.001570,0.220467,0.000717,0.105653,0.000717,7,84
retrieved_context_behavior_clone,heldout_object,cloth_slide_over_edge,source_matched,0.617347,0.049479,0.495762,0.005218,0.242486,0.000999,0.085323,0.002127,0.467373,0.001458,0.211669,0.000960,0.099813,0.002615,7,84
retrieved_context_behavior_clone,heldout_object,cloth_slide_over_edge,support_topology_shift,0.568027,0.057317,0.488438,0.004727,0.259065,0.002834,0.099385,0.001185,0.451503,0.001656,0.216409,0.000986,0.103424,0.002404,7,84
retrieved_context_behavior_clone,heldout_object,drawer_pull_with_stiction,actuator_lag_shift,0.620748,0.031564,0.479191,0.001447,0.276246,0.001075,0.100908,0.000883,0.452196,0.001570,0.221303,0.002197,0.108466,0.000717,7,84
retrieved_context_behavior_clone,heldout_object,drawer_pull_with_stiction,compliance_shift,0.668367,0.025676,0.484802,0.001421,0.266038,0.002840,0.097625,0.000942,0.452472,0.005294,0.215803,0.000854,0.104405,0.002385,7,84
retrieved_context_behavior_clone,heldout_object,drawer_pull_with_stiction,compound_mechanism_shift,0.593537,0.035434,0.469855,0.003748,0.284537,0.003513,0.111515,0.002360,0.439879,0.004159,0.219945,0.000919,0.109382,0.002596,7,84
retrieved_context_behavior_clone,heldout_object,drawer_pull_with_stiction,friction_mismatch,0.630952,0.028803,0.491936,0.004735,0.250774,0.001066,0.095609,0.000826,0.449462,0.001556,0.216130,0.000695,0.101460,0.000711,7,84
retrieved_context_behavior_clone,heldout_object,drawer_pull_with_stiction,occluded_contact_shift,0.624150,0.040046,0.480661,0.005097,0.269143,0.003830,0.099614,0.002394,0.444244,0.004207,0.219289,0.001008,0.105134,0.000671,7,84
retrieved_context_behavior_clone,heldout_object,drawer_pull_with_stiction,source_matched,0.647959,0.049329,0.497310,0.005178,0.238744,0.001037,0.084943,0.001339,0.457216,0.001514,0.210873,0.001040,0.100517,0.002594,7,84
retrieved_context_behavior_clone,heldout_object,drawer_pull_with_stiction,support_topology_shift,0.639456,0.036968,0.489650,0.003756,0.263646,0.002821,0.099788,0.000915,0.450925,0.005727,0.214874,0.000833,0.104110,0.002569,7,84
