method,split,task,regime,mean_success_rate,ci95_success_rate,mean_mechanism_precision,ci95_mechanism_precision,mean_incompatible_retrieval_rate,ci95_incompatible_retrieval_rate,mean_damage_rate,ci95_damage_rate,mean_recovery_success,ci95_recovery_success,mean_query_cost,ci95_query_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
conformal_retrieval_filter,heldout_object,drawer_pull_with_stiction,compliance_shift,0.647959,0.040689,0.537586,0.001344,0.177940,0.003921,0.072922,0.000750,0.506918,0.004262,0.258121,0.000687,0.076565,0.000592,7,84
conformal_retrieval_filter,heldout_object,drawer_pull_with_stiction,compound_mechanism_shift,0.619048,0.049366,0.527001,0.001447,0.198521,0.001075,0.084800,0.001817,0.509438,0.001570,0.264944,0.001054,0.083759,0.000717,7,84
conformal_retrieval_filter,heldout_object,drawer_pull_with_stiction,friction_mismatch,0.646259,0.035172,0.543389,0.001357,0.170671,0.003914,0.067839,0.001023,0.509810,0.004257,0.254996,0.001015,0.076528,0.002695,7,84
conformal_retrieval_filter,heldout_object,drawer_pull_with_stiction,occluded_contact_shift,0.663265,0.041276,0.537652,0.005157,0.181419,0.001056,0.076995,0.003152,0.508554,0.001542,0.261733,0.000610,0.080547,0.000704,7,84
conformal_retrieval_filter,heldout_object,drawer_pull_with_stiction,source_matched,0.670068,0.043119,0.551026,0.001319,0.156676,0.000979,0.064881,0.001029,0.515042,0.001430,0.255348,0.002637,0.075538,0.000651,7,84
conformal_retrieval_filter,heldout_object,drawer_pull_with_stiction,support_topology_shift,0.641156,0.043631,0.541505,0.001421,0.180708,0.001056,0.073422,0.001401,0.514411,0.005374,0.256418,0.002195,0.079327,0.002376,7,84
conformal_retrieval_filter,heldout_object,peg_insert_contact_search,actuator_lag_shift,0.619048,0.055777,0.535688,0.005198,0.187291,0.001018,0.081694,0.000839,0.486341,0.001486,0.262616,0.000605,0.081006,0.000678,7,84
conformal_retrieval_filter,heldout_object,peg_insert_contact_search,compliance_shift,0.653061,0.034694,0.543560,0.001344,0.177480,0.000999,0.076414,0.000797,0.486572,0.001458,0.259580,0.002327,0.080370,0.000665,7,84
conformal_retrieval_filter,heldout_object,peg_insert_contact_search,compound_mechanism_shift,0.615646,0.052352,0.529390,0.001447,0.200518,0.001075,0.085710,0.000926,0.482389,0.005356,0.262443,0.002907,0.084673,0.001889,7,84
conformal_retrieval_filter,heldout_object,peg_insert_contact_search,friction_mismatch,0.625850,0.031740,0.548915,0.001357,0.169875,0.001008,0.071592,0.000981,0.488973,0.001472,0.258875,0.000798,0.076673,0.000671,7,84
conformal_retrieval_filter,heldout_object,peg_insert_contact_search,occluded_contact_shift,0.634354,0.034427,0.531790,0.001421,0.184089,0.001056,0.076628,0.001211,0.487631,0.001542,0.257751,0.001979,0.080778,0.002376,7,84
conformal_retrieval_filter,heldout_object,peg_insert_contact_search,source_matched,0.673469,0.024870,0.555609,0.003820,0.162033,0.000979,0.061287,0.000763,0.498044,0.001430,0.253849,0.000644,0.071892,0.000651,7,84
conformal_retrieval_filter,heldout_object,peg_insert_contact_search,support_topology_shift,0.607143,0.047493,0.544790,0.001421,0.176516,0.003876,0.076072,0.000833,0.483471,0.004233,0.258224,0.000712,0.076004,0.000631,7,84
conformal_retrieval_filter,heldout_object,twist_lid_with_force_limit,actuator_lag_shift,0.610544,0.036260,0.533651,0.005188,0.186732,0.001027,0.080310,0.000972,0.480413,0.001500,0.260692,0.000782,0.078956,0.000684,7,84
conformal_retrieval_filter,heldout_object,twist_lid_with_force_limit,compliance_shift,0.663265,0.035172,0.541601,0.001357,0.175265,0.001008,0.073428,0.001138,0.478225,0.001472,0.258578,0.000911,0.077186,0.000671,7,84
conformal_retrieval_filter,heldout_object,twist_lid_with_force_limit,compound_mechanism_shift,0.612245,0.039063,0.527116,0.005127,0.192921,0.001085,0.087008,0.001112,0.471330,0.001584,0.260330,0.000892,0.083521,0.002568,7,84
conformal_retrieval_filter,heldout_object,twist_lid_with_force_limit,friction_mismatch,0.647959,0.041633,0.548060,0.001370,0.168488,0.001018,0.068981,0.001315,0.481836,0.001486,0.255971,0.001037,0.074056,0.000678,7,84
conformal_retrieval_filter,heldout_object,twist_lid_with_force_limit,occluded_contact_shift,0.637755,0.034480,0.536456,0.001434,0.186842,0.001066,0.077462,0.001260,0.483965,0.004271,0.257869,0.001607,0.080995,0.002372,7,84
conformal_retrieval_filter,heldout_object,twist_lid_with_force_limit,source_matched,0.646259,0.036260,0.553729,0.001331,0.158162,0.000989,0.065825,0.001114,0.487280,0.001444,0.254553,0.002574,0.075578,0.000658,7,84
conformal_retrieval_filter,heldout_object,twist_lid_with_force_limit,support_topology_shift,0.627551,0.035901,0.540308,0.005147,0.174124,0.001066,0.076180,0.000953,0.480011,0.001556,0.258104,0.000774,0.076129,0.000711,7,84
conformal_retrieval_filter,seen_corpus,cable_route_around_hook,actuator_lag_shift,0.595238,0.030551,0.545037,0.001306,0.179308,0.000970,0.074439,0.001180,0.527392,0.001416,0.257835,0.000948,0.075372,0.000645,7,84
conformal_retrieval_filter,seen_corpus,cable_route_around_hook,compliance_shift,0.617347,0.036158,0.545533,0.005269,0.170825,0.003960,0.072670,0.002180,0.524416,0.005400,0.253565,0.000641,0.074501,0.002701,7,84
conformal_retrieval_filter,seen_corpus,cable_route_around_hook,compound_mechanism_shift,0.585034,0.042426,0.538334,0.001383,0.185371,0.001027,0.081282,0.001434,0.518125,0.001500,0.257556,0.001130,0.078707,0.002599,7,84
conformal_retrieval_filter,seen_corpus,cable_route_around_hook,friction_mismatch,0.647959,0.032546,0.555395,0.001293,0.164886,0.000960,0.065639,0.000839,0.534395,0.001402,0.255448,0.000680,0.073088,0.000638,7,84
conformal_retrieval_filter,seen_corpus,cable_route_around_hook,occluded_contact_shift,0.625850,0.039394,0.545177,0.004786,0.175703,0.001008,0.076773,0.001096,0.528094,0.001472,0.258205,0.002251,0.077155,0.000671,7,84
conformal_retrieval_filter,seen_corpus,cable_route_around_hook,source_matched,0.671769,0.034480,0.561424,0.001255,0.154830,0.000931,0.061029,0.001688,0.537660,0.004345,0.249279,0.000882,0.067934,0.001925,7,84
conformal_retrieval_filter,seen_corpus,cable_route_around_hook,support_topology_shift,0.619048,0.040092,0.544174,0.001357,0.171351,0.002858,0.069049,0.002363,0.528635,0.005848,0.253679,0.002388,0.076872,0.000636,7,84
conformal_retrieval_filter,seen_corpus,cloth_slide_over_edge,actuator_lag_shift,0.586735,0.034427,0.536533,0.001280,0.174298,0.000951,0.073861,0.001507,0.515077,0.001388,0.257351,0.000853,0.074677,0.000632,7,84
conformal_retrieval_filter,seen_corpus,cloth_slide_over_edge,compliance_shift,0.588435,0.048534,0.549824,0.001255,0.173697,0.000931,0.072628,0.002560,0.526181,0.004345,0.255190,0.000849,0.072343,0.000618,7,84
conformal_retrieval_filter,seen_corpus,cloth_slide_over_edge,compound_mechanism_shift,0.591837,0.031681,0.534894,0.001357,0.184159,0.001008,0.082071,0.001068,0.511356,0.001472,0.259389,0.000865,0.077183,0.000671,7,84
conformal_retrieval_filter,seen_corpus,cloth_slide_over_edge,friction_mismatch,0.610544,0.043119,0.548715,0.001267,0.161244,0.000941,0.065510,0.000580,0.524077,0.001374,0.256280,0.000436,0.073330,0.000625,7,84
conformal_retrieval_filter,seen_corpus,cloth_slide_over_edge,occluded_contact_shift,0.620748,0.055411,0.545385,0.004804,0.177227,0.000989,0.071825,0.001622,0.525319,0.001444,0.255168,0.001249,0.074074,0.001910,7,84
conformal_retrieval_filter,seen_corpus,cloth_slide_over_edge,source_matched,0.649660,0.027822,0.560216,0.001229,0.155292,0.000912,0.056778,0.000369,0.533335,0.004356,0.252633,0.000342,0.069843,0.000605,7,84
conformal_retrieval_filter,seen_corpus,cloth_slide_over_edge,support_topology_shift,0.590136,0.037367,0.544382,0.001331,0.167729,0.003929,0.069909,0.000769,0.518348,0.004266,0.255548,0.000781,0.072555,0.000585,7,84
conformal_retrieval_filter,seen_corpus,drawer_pull_with_stiction,actuator_lag_shift,0.647959,0.039721,0.541072,0.005228,0.179878,0.000989,0.073959,0.002881,0.518224,0.001444,0.254273,0.000724,0.077132,0.002620,7,84
conformal_retrieval_filter,seen_corpus,drawer_pull_with_stiction,compliance_shift,0.646259,0.051099,0.546443,0.005249,0.173337,0.000970,0.069531,0.001436,0.520656,0.004323,0.256204,0.001108,0.074160,0.000645,7,84
conformal_retrieval_filter,seen_corpus,drawer_pull_with_stiction,compound_mechanism_shift,0.632653,0.038249,0.538038,0.001408,0.186977,0.003570,0.083959,0.001870,0.505325,0.001669,0.260473,0.001101,0.078890,0.000637,7,84
conformal_retrieval_filter,seen_corpus,drawer_pull_with_stiction,friction_mismatch,0.671769,0.044347,0.556155,0.001319,0.163854,0.000979,0.063405,0.001942,0.522888,0.001430,0.251222,0.000873,0.071464,0.002412,7,84
conformal_retrieval_filter,seen_corpus,drawer_pull_with_stiction,occluded_contact_shift,0.634354,0.025313,0.545182,0.001383,0.172391,0.002851,0.072010,0.002386,0.510684,0.001586,0.254960,0.002257,0.077400,0.001900,7,84
conformal_retrieval_filter,seen_corpus,drawer_pull_with_stiction,source_matched,0.717687,0.015870,0.555776,0.001280,0.148992,0.000951,0.055932,0.001868,0.521709,0.001388,0.249544,0.000671,0.067594,0.000632,7,84
conformal_retrieval_filter,seen_corpus,drawer_pull_with_stiction,support_topology_shift,0.683673,0.029627,0.546467,0.005188,0.168038,0.001027,0.067737,0.000446,0.518943,0.001500,0.251935,0.000414,0.073687,0.002599,7,84
conformal_retrieval_filter,seen_corpus,peg_insert_contact_search,actuator_lag_shift,0.654762,0.029250,0.538285,0.001331,0.176408,0.003609,0.075127,0.000857,0.483013,0.001585,0.258254,0.000784,0.076571,0.000598,7,84
conformal_retrieval_filter,seen_corpus,peg_insert_contact_search,compliance_shift,0.661565,0.026874,0.544552,0.001306,0.167109,0.000970,0.070771,0.002297,0.489136,0.001416,0.252510,0.000771,0.075142,0.002631,7,84
conformal_retrieval_filter,seen_corpus,peg_insert_contact_search,compound_mechanism_shift,0.579932,0.029565,0.534850,0.005167,0.186637,0.001047,0.080635,0.001008,0.484974,0.001528,0.259370,0.002653,0.081615,0.000697,7,84
conformal_retrieval_filter,seen_corpus,peg_insert_contact_search,friction_mismatch,0.632653,0.034694,0.546955,0.001319,0.162435,0.003937,0.067014,0.000910,0.490671,0.004271,0.256070,0.000891,0.073452,0.000579,7,84
conformal_retrieval_filter,seen_corpus,peg_insert_contact_search,occluded_contact_shift,0.629252,0.028996,0.545177,0.004769,0.174437,0.001027,0.074078,0.001220,0.491246,0.001500,0.255925,0.000988,0.073756,0.000684,7,84
conformal_retrieval_filter,seen_corpus,peg_insert_contact_search,source_matched,0.700680,0.033166,0.561641,0.003834,0.155442,0.000951,0.060361,0.000929,0.500981,0.005479,0.249037,0.002252,0.071539,0.001920,7,84
conformal_retrieval_filter,seen_corpus,peg_insert_contact_search,support_topology_shift,0.627551,0.033278,0.544174,0.001383,0.171800,0.001027,0.072098,0.001032,0.496863,0.004291,0.255901,0.000836,0.073504,0.000684,7,84
conformal_retrieval_filter,seen_corpus,twist_lid_with_force_limit,actuator_lag_shift,0.654762,0.019720,0.535261,0.001344,0.181888,0.000999,0.072370,0.000778,0.486013,0.005431,0.254534,0.000667,0.076380,0.002615,7,84
conformal_retrieval_filter,seen_corpus,twist_lid_with_force_limit,compliance_shift,0.663265,0.049291,0.543894,0.004812,0.172648,0.002868,0.069167,0.001446,0.487077,0.005881,0.255666,0.001242,0.073848,0.000616,7,84
conformal_retrieval_filter,seen_corpus,twist_lid_with_force_limit,compound_mechanism_shift,0.590136,0.028739,0.529302,0.001421,0.188509,0.001056,0.080715,0.000882,0.482707,0.001542,0.259962,0.002626,0.081241,0.000704,7,84
conformal_retrieval_filter,seen_corpus,twist_lid_with_force_limit,friction_mismatch,0.664966,0.028087,0.549688,0.005228,0.165372,0.000989,0.064011,0.001709,0.495104,0.001444,0.251346,0.000806,0.071520,0.002407,7,84
conformal_retrieval_filter,seen_corpus,twist_lid_with_force_limit,occluded_contact_shift,0.664966,0.022443,0.541995,0.005178,0.174653,0.001037,0.072420,0.000753,0.486561,0.001514,0.253913,0.000650,0.074535,0.002385,7,84
conformal_retrieval_filter,seen_corpus,twist_lid_with_force_limit,source_matched,0.688776,0.024646,0.556488,0.001293,0.149034,0.000960,0.058172,0.002828,0.491771,0.001402,0.248993,0.000416,0.067782,0.001918,7,84
conformal_retrieval_filter,seen_corpus,twist_lid_with_force_limit,support_topology_shift,0.629252,0.027622,0.545566,0.001395,0.172016,0.001037,0.071120,0.000990,0.489606,0.005393,0.254365,0.000816,0.071996,0.000691,7,84
language_episode_retrieval,combined_stress,cable_route_around_hook,actuator_lag_shift,0.323129,0.025166,0.393730,0.001357,0.434173,0.001008,0.148448,0.000935,0.365518,0.001472,0.191922,0.000775,0.151656,0.000671,7,84
language_episode_retrieval,combined_stress,cable_route_around_hook,compliance_shift,0.365646,0.044012,0.396365,0.001331,0.420424,0.000989,0.143515,0.001155,0.367733,0.001444,0.188436,0.002612,0.151760,0.000658,7,84
language_episode_retrieval,combined_stress,cable_route_around_hook,compound_mechanism_shift,0.275510,0.020638,0.382448,0.005147,0.449676,0.001066,0.155601,0.002578,0.361013,0.001556,0.194450,0.000704,0.154015,0.000711,7,84
language_episode_retrieval,combined_stress,cable_route_around_hook,friction_mismatch,0.408163,0.029565,0.401016,0.001344,0.407136,0.000999,0.136520,0.001028,0.369570,0.001458,0.187546,0.000837,0.147609,0.000665,7,84
language_episode_retrieval,combined_stress,cable_route_around_hook,occluded_contact_shift,0.329932,0.015870,0.395492,0.001408,0.427492,0.002844,0.144978,0.002837,0.363023,0.001614,0.191149,0.001953,0.151908,0.000662,7,84
language_episode_retrieval,combined_stress,cable_route_around_hook,source_matched,0.476190,0.046944,0.412397,0.001306,0.393361,0.000970,0.126562,0.001307,0.381578,0.001416,0.183434,0.001014,0.143921,0.000645,7,84
language_episode_retrieval,combined_stress,cable_route_around_hook,support_topology_shift,0.413265,0.046027,0.393340,0.001408,0.421411,0.001047,0.139321,0.001143,0.375203,0.001528,0.184786,0.000893,0.147589,0.002381,7,84
language_episode_retrieval,combined_stress,cloth_slide_over_edge,actuator_lag_shift,0.367347,0.030307,0.394107,0.001331,0.435173,0.000989,0.145905,0.002806,0.362910,0.001444,0.186956,0.000768,0.151890,0.002620,7,84
language_episode_retrieval,combined_stress,cloth_slide_over_edge,compliance_shift,0.375850,0.036667,0.400390,0.001306,0.424160,0.000970,0.140251,0.000854,0.369119,0.001416,0.189200,0.000683,0.149294,0.000645,7,84
language_episode_retrieval,combined_stress,cloth_slide_over_edge,compound_mechanism_shift,0.290816,0.029187,0.381028,0.001408,0.454474,0.001047,0.156453,0.001301,0.361377,0.004281,0.192421,0.001052,0.152276,0.000697,7,84
language_episode_retrieval,combined_stress,cloth_slide_over_edge,friction_mismatch,0.445578,0.017533,0.403217,0.001319,0.409504,0.000979,0.132841,0.002053,0.368958,0.001430,0.183587,0.000688,0.145350,0.001913,7,84
language_episode_retrieval,combined_stress,cloth_slide_over_edge,occluded_contact_shift,0.328231,0.032146,0.388572,0.001383,0.433311,0.001027,0.146927,0.002506,0.364877,0.005403,0.190038,0.002494,0.152011,0.000684,7,84
language_episode_retrieval,combined_stress,cloth_slide_over_edge,source_matched,0.455782,0.052845,0.404062,0.001280,0.387827,0.000951,0.125039,0.001357,0.369430,0.001388,0.183021,0.001038,0.143112,0.000632,7,84
language_episode_retrieval,combined_stress,cloth_slide_over_edge,support_topology_shift,0.391156,0.042731,0.400142,0.003796,0.416939,0.001027,0.138619,0.000929,0.364605,0.001500,0.185104,0.000731,0.147507,0.002389,7,84
language_episode_retrieval,combined_stress,drawer_pull_with_stiction,actuator_lag_shift,0.362245,0.018954,0.389612,0.001383,0.436323,0.003583,0.146913,0.002543,0.355996,0.005802,0.190282,0.002198,0.152861,0.000624,7,84
language_episode_retrieval,combined_stress,drawer_pull_with_stiction,compliance_shift,0.430272,0.021858,0.394836,0.005208,0.422801,0.001008,0.141637,0.001868,0.363687,0.001472,0.187733,0.002274,0.150834,0.000671,7,84
language_episode_retrieval,combined_stress,drawer_pull_with_stiction,compound_mechanism_shift,0.362245,0.046348,0.384286,0.001460,0.452863,0.001085,0.152739,0.002430,0.358149,0.001584,0.192835,0.000862,0.153643,0.000724,7,84
language_episode_retrieval,combined_stress,drawer_pull_with_stiction,friction_mismatch,0.465986,0.024114,0.397050,0.003801,0.411114,0.001018,0.137110,0.000972,0.367862,0.001486,0.186863,0.000806,0.147779,0.000678,7,84
language_episode_retrieval,combined_stress,drawer_pull_with_stiction,occluded_contact_shift,0.401361,0.048228,0.393058,0.005147,0.425759,0.001066,0.145633,0.001845,0.355549,0.001556,0.188755,0.001051,0.149311,0.000711,7,84
language_episode_retrieval,combined_stress,drawer_pull_with_stiction,source_matched,0.547619,0.036004,0.406596,0.005228,0.392533,0.000989,0.123316,0.000804,0.372853,0.001444,0.179357,0.000648,0.141944,0.001910,7,84
language_episode_retrieval,combined_stress,drawer_pull_with_stiction,support_topology_shift,0.459184,0.052387,0.397766,0.001434,0.421393,0.001066,0.137185,0.001736,0.362515,0.005365,0.186179,0.002061,0.150740,0.000711,7,84
language_episode_retrieval,combined_stress,peg_insert_contact_search,actuator_lag_shift,0.394558,0.033166,0.394406,0.001383,0.430810,0.001027,0.144236,0.001246,0.329335,0.001500,0.187166,0.001001,0.150084,0.002389,7,84
language_episode_retrieval,combined_stress,peg_insert_contact_search,compliance_shift,0.420068,0.029123,0.393665,0.001357,0.421390,0.003914,0.138279,0.000917,0.332724,0.005344,0.185660,0.000931,0.146291,0.000599,7,84
language_episode_retrieval,combined_stress,peg_insert_contact_search,compound_mechanism_shift,0.306122,0.030000,0.386391,0.001460,0.452194,0.002830,0.153136,0.001088,0.328270,0.005759,0.193043,0.002174,0.155326,0.000688,7,84
language_episode_retrieval,combined_stress,peg_insert_contact_search,friction_mismatch,0.477891,0.025676,0.400004,0.001370,0.407652,0.003906,0.131788,0.000911,0.333905,0.004252,0.181970,0.000944,0.146406,0.002690,7,84
language_episode_retrieval,combined_stress,peg_insert_contact_search,occluded_contact_shift,0.401361,0.030429,0.389198,0.003778,0.427478,0.001066,0.142105,0.001556,0.334301,0.001556,0.189769,0.001965,0.151485,0.000711,7,84
language_episode_retrieval,combined_stress,peg_insert_contact_search,source_matched,0.534014,0.041811,0.406321,0.001331,0.386649,0.002865,0.126998,0.000978,0.337932,0.001530,0.183497,0.000771,0.144630,0.000623,7,84
language_episode_retrieval,combined_stress,peg_insert_contact_search,support_topology_shift,0.418367,0.029439,0.400767,0.001434,0.417967,0.003868,0.139804,0.000885,0.333755,0.005289,0.184334,0.000837,0.147105,0.002408,7,84
language_episode_retrieval,combined_stress,twist_lid_with_force_limit,actuator_lag_shift,0.343537,0.051532,0.395657,0.001395,0.431463,0.001037,0.144345,0.001302,0.324512,0.001514,0.187591,0.001484,0.152102,0.002385,7,84
language_episode_retrieval,combined_stress,twist_lid_with_force_limit,compliance_shift,0.421769,0.047180,0.392708,0.001370,0.423817,0.002854,0.139793,0.002793,0.330491,0.005837,0.186530,0.002726,0.151811,0.000642,7,84
