method,split,seed,mean_success_rate,ci95_success_rate,mean_mechanism_precision,ci95_mechanism_precision,mean_incompatible_retrieval_rate,ci95_incompatible_retrieval_rate,mean_damage_rate,ci95_damage_rate,mean_recovery_success,ci95_recovery_success,mean_query_cost,ci95_query_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
visual_nearest_retrieval,cross_embodiment,0,0.500000,0.025072,0.431331,0.002814,0.350996,0.005402,0.122236,0.002781,0.385728,0.005963,0.192002,0.001090,0.132153,0.001125,35,84
visual_nearest_retrieval,cross_embodiment,1,0.511224,0.023586,0.431272,0.003067,0.351289,0.005328,0.122450,0.002789,0.385127,0.006179,0.191799,0.001189,0.132113,0.000973,35,84
visual_nearest_retrieval,cross_embodiment,2,0.507143,0.026770,0.430299,0.002915,0.351925,0.005333,0.122767,0.002844,0.384511,0.006127,0.191125,0.001412,0.132079,0.001051,35,84
visual_nearest_retrieval,cross_embodiment,3,0.513946,0.026205,0.429783,0.002606,0.351532,0.005257,0.122102,0.002818,0.383938,0.005956,0.190756,0.001509,0.132255,0.001055,35,84
visual_nearest_retrieval,cross_embodiment,4,0.509524,0.026592,0.430639,0.002599,0.351139,0.005389,0.121891,0.002761,0.383364,0.006283,0.191001,0.001534,0.132660,0.001062,35,84
visual_nearest_retrieval,cross_embodiment,5,0.484354,0.024571,0.431495,0.002593,0.350746,0.005620,0.122095,0.002625,0.383304,0.006382,0.191079,0.001476,0.132836,0.001090,35,84
visual_nearest_retrieval,cross_embodiment,6,0.490816,0.023491,0.431436,0.002607,0.350353,0.005629,0.122124,0.002701,0.383759,0.006256,0.191172,0.001422,0.132326,0.001238,35,84
visual_nearest_retrieval,heldout_mechanism,0,0.511224,0.026318,0.435320,0.002693,0.340500,0.005429,0.118843,0.002971,0.388237,0.006189,0.189059,0.001312,0.129616,0.001390,35,84
visual_nearest_retrieval,heldout_mechanism,1,0.523810,0.020404,0.434812,0.002666,0.340799,0.005522,0.118348,0.002939,0.388674,0.006135,0.189299,0.001276,0.129123,0.001392,35,84
visual_nearest_retrieval,heldout_mechanism,2,0.528571,0.022417,0.435219,0.002711,0.340412,0.005645,0.118186,0.002865,0.388623,0.006461,0.189191,0.001266,0.129303,0.001438,35,84
visual_nearest_retrieval,heldout_mechanism,3,0.519388,0.026058,0.436083,0.002703,0.340711,0.005573,0.118355,0.002734,0.388031,0.006499,0.189049,0.001449,0.129496,0.001398,35,84
visual_nearest_retrieval,heldout_mechanism,4,0.533673,0.022586,0.436489,0.002688,0.340324,0.005610,0.118003,0.002637,0.387980,0.006634,0.188351,0.001218,0.129447,0.001277,35,84
visual_nearest_retrieval,heldout_mechanism,5,0.534354,0.021745,0.435981,0.002584,0.340280,0.005597,0.117948,0.002614,0.386887,0.006203,0.188300,0.001137,0.129863,0.001276,35,84
visual_nearest_retrieval,heldout_mechanism,6,0.523469,0.030543,0.435016,0.002870,0.340236,0.005373,0.118583,0.002895,0.386822,0.005801,0.188411,0.001417,0.129820,0.001295,35,84
visual_nearest_retrieval,heldout_object,0,0.555782,0.023891,0.439480,0.002445,0.329086,0.005291,0.114734,0.002826,0.393010,0.005710,0.186358,0.001180,0.126601,0.001310,35,84
visual_nearest_retrieval,heldout_object,1,0.565986,0.020701,0.439405,0.002384,0.329710,0.005296,0.114985,0.002743,0.392377,0.005627,0.185476,0.001137,0.126330,0.001346,35,84
visual_nearest_retrieval,heldout_object,2,0.554762,0.024485,0.439331,0.002603,0.328962,0.005640,0.114875,0.002606,0.392314,0.005573,0.185122,0.001276,0.126492,0.001268,35,84
visual_nearest_retrieval,heldout_object,3,0.546599,0.022482,0.438799,0.002614,0.328557,0.005791,0.114730,0.002598,0.392237,0.005608,0.185183,0.001187,0.126660,0.001232,35,84
visual_nearest_retrieval,heldout_object,4,0.540476,0.026392,0.438724,0.002880,0.328495,0.005840,0.114799,0.002641,0.392661,0.005893,0.185444,0.001325,0.126606,0.001043,35,84
visual_nearest_retrieval,heldout_object,5,0.555782,0.022913,0.438649,0.002948,0.328432,0.005845,0.114667,0.002650,0.393085,0.006129,0.185634,0.001280,0.126551,0.000999,35,84
visual_nearest_retrieval,heldout_object,6,0.556463,0.020987,0.439032,0.002919,0.328713,0.005676,0.114854,0.002648,0.393495,0.006332,0.185342,0.001155,0.126045,0.001225,35,84
visual_nearest_retrieval,seen_corpus,0,0.586395,0.015873,0.446749,0.002457,0.310844,0.005496,0.109555,0.002547,0.397782,0.005284,0.182256,0.001175,0.122216,0.001289,35,84
visual_nearest_retrieval,seen_corpus,1,0.575170,0.020755,0.446193,0.002523,0.311107,0.005450,0.109737,0.002434,0.398166,0.005456,0.182119,0.001208,0.122156,0.001238,35,84
visual_nearest_retrieval,seen_corpus,2,0.569728,0.020807,0.446095,0.002760,0.311713,0.005456,0.109373,0.002765,0.398536,0.005551,0.182359,0.001169,0.122330,0.001286,35,84
visual_nearest_retrieval,seen_corpus,3,0.606122,0.022236,0.445539,0.002530,0.311976,0.005485,0.109061,0.002708,0.398920,0.005768,0.181784,0.001173,0.122498,0.001195,35,84
visual_nearest_retrieval,seen_corpus,4,0.591837,0.023810,0.444525,0.002886,0.312239,0.005687,0.109076,0.002817,0.399304,0.005906,0.182376,0.001205,0.122437,0.001187,35,84
visual_nearest_retrieval,seen_corpus,5,0.571429,0.022818,0.444884,0.002839,0.312501,0.005720,0.109671,0.002867,0.399174,0.006290,0.182596,0.001258,0.122605,0.001149,35,84
visual_nearest_retrieval,seen_corpus,6,0.582313,0.021333,0.445242,0.002881,0.312764,0.005806,0.109641,0.002873,0.400072,0.006279,0.182378,0.001239,0.122316,0.001175,35,84
