method,split,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_mechanism_precision,ci95_mechanism_precision,mean_incompatible_retrieval_rate,ci95_incompatible_retrieval_rate,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_query_cost,ci95_query_cost,mean_regret,ci95_regret,mean_calibration_error,ci95_calibration_error,mean_retrieval_coverage,ci95_retrieval_coverage,groups,episodes_per_group
action_conditioned_mechanism_retrieval_v5,visually_aliased,8,0.7358072917,0.0096520287,0.8211512265,0.0105313664,0.6725998375,0.0015823166,0.0812542061,0.0014927831,0.6353959303,0.0028723992,0.0504281132,0.0014408800,0.2219071354,0.0006122315,0.0976897625,0.0013976852,0.0532541973,0.0006280310,0.7662976846,0.0016624929,80,96
action_conditioned_mechanism_retrieval_v5,visually_aliased,9,0.7266927083,0.0108183934,0.8115983245,0.0117615770,0.6723311250,0.0017847622,0.0814324561,0.0014382455,0.6352890665,0.0028745570,0.0508556782,0.0014199050,0.2219826146,0.0006341949,0.0977342573,0.0014413727,0.0529978118,0.0006024017,0.7663080426,0.0016631857,80,96
conformal_retrieval_filter,combined_stress,0,0.5593750000,0.0158080077,0.4809087162,0.0170469605,0.5204593625,0.0017118647,0.2016248435,0.0021493929,0.4926347855,0.0027746920,0.0851729140,0.0015549748,0.2698353000,0.0006447731,0.1573475418,0.0014028167,0.0916423825,0.0005985215,0.5584469584,0.0017800250,80,96
conformal_retrieval_filter,combined_stress,1,0.5691406250,0.0128985476,0.4906553357,0.0142664427,0.5199035625,0.0015703385,0.2015980310,0.0021367195,0.4920729239,0.0027516865,0.0850482059,0.0015239580,0.2696734937,0.0006498323,0.1571268988,0.0014350256,0.0917849410,0.0005856959,0.5583826531,0.0017763756,80,96
conformal_retrieval_filter,combined_stress,2,0.5576822917,0.0142062361,0.4791814939,0.0156102916,0.5198730250,0.0016556068,0.2011960310,0.0021897644,0.4923996314,0.0029001176,0.0852792659,0.0015466448,0.2699588979,0.0006237959,0.1572735780,0.0015170009,0.0916963840,0.0005451023,0.5586830301,0.0017147547,80,96
conformal_retrieval_filter,combined_stress,3,0.5652343750,0.0125906234,0.4866625893,0.0142610561,0.5196674000,0.0015278971,0.2016694685,0.0021834858,0.4925206111,0.0029935778,0.0850793440,0.0014619333,0.2697530438,0.0006561264,0.1574633551,0.0015205437,0.0917719090,0.0005747265,0.5586167239,0.0017001538,80,96
conformal_retrieval_filter,combined_stress,4,0.5546875000,0.0127403719,0.4757942833,0.0142719814,0.5196368625,0.0016375275,0.2017677185,0.0022062974,0.4924796349,0.0030623871,0.0853290153,0.0014659595,0.2699506500,0.0006831403,0.1576391639,0.0015056923,0.0914662435,0.0006360378,0.5582867859,0.0016996360,80,96
conformal_retrieval_filter,combined_stress,5,0.5528645833,0.0120062304,0.4741607438,0.0135681757,0.5201315875,0.0016639620,0.2013657185,0.0022452724,0.4926312549,0.0031405853,0.0853866378,0.0014542402,0.2701011583,0.0006618332,0.1576889447,0.0014974664,0.0916027990,0.0006672963,0.5580288839,0.0016574237,80,96
conformal_retrieval_filter,combined_stress,6,0.5595052083,0.0136920331,0.4808403451,0.0155110735,0.5197508750,0.0016069887,0.2015890310,0.0022962222,0.4925859014,0.0031533527,0.0853356884,0.0014876163,0.2697579896,0.0007314397,0.1574702602,0.0015027162,0.0915992845,0.0007031432,0.5583637781,0.0016605441,80,96
conformal_retrieval_filter,combined_stress,7,0.5684895833,0.0139808131,0.4898602219,0.0154373113,0.5204206875,0.0015726015,0.2016872810,0.0022596266,0.4925449252,0.0030569042,0.0853088347,0.0014985639,0.2696821583,0.0006673722,0.1576460690,0.0014961621,0.0915187315,0.0007143342,0.5585901181,0.0016591620,80,96
conformal_retrieval_filter,combined_stress,8,0.5656250000,0.0129707325,0.4872371190,0.0146603016,0.5205652375,0.0015448632,0.2015354060,0.0022537978,0.4925127033,0.0029321077,0.0851776034,0.0015637263,0.2696971750,0.0006890462,0.1573102146,0.0014628566,0.0912090640,0.0007461667,0.5581891446,0.0015947461,80,96
conformal_retrieval_filter,combined_stress,9,0.5602864583,0.0152442655,0.4815974352,0.0168665875,0.5212350500,0.0015531121,0.2018837810,0.0021775580,0.4922878852,0.0029876857,0.0855011084,0.0015889151,0.2698218646,0.0006512889,0.1571003882,0.0014153053,0.0913576255,0.0007176248,0.5585005271,0.0015650375,80,96
conformal_retrieval_filter,cross_embodiment,0,0.5865885417,0.0127304996,0.5274057740,0.0139576980,0.5314152875,0.0019243299,0.1854071025,0.0021765861,0.4994073639,0.0031107785,0.0800488909,0.0014525614,0.2632646104,0.0006747378,0.1440778871,0.0013877367,0.0834639136,0.0006124941,0.5833268968,0.0017581062,80,96
conformal_retrieval_filter,cross_embodiment,1,0.5865885417,0.0113034789,0.5273098324,0.0126707113,0.5313917500,0.0017941624,0.1853852900,0.0022145908,0.4992025024,0.0030886918,0.0800282765,0.0014381506,0.2633925979,0.0006626381,0.1441551930,0.0013939257,0.0836845896,0.0006429819,0.5831087726,0.0017578850,80,96
conformal_retrieval_filter,cross_embodiment,2,0.5878906250,0.0125228646,0.5287976720,0.0138265526,0.5315433000,0.0016685987,0.1848632275,0.0021904916,0.4990151495,0.0030269388,0.0800242447,0.0014877467,0.2634273188,0.0006819516,0.1442096725,0.0014311735,0.0838222241,0.0006789829,0.5829346703,0.0016991543,80,96
conformal_retrieval_filter,cross_embodiment,3,0.5838541667,0.0123481367,0.5253234846,0.0136954668,0.5318699375,0.0016505169,0.1842161025,0.0022392920,0.4995325239,0.0030671392,0.0799574772,0.0014887406,0.2633116667,0.0006731334,0.1441457892,0.0014209170,0.0837327451,0.0006469217,0.5832823288,0.0016771053,80,96
conformal_retrieval_filter,cross_embodiment,4,0.5925781250,0.0120238994,0.5339946230,0.0129532071,0.5313211375,0.0016605783,0.1843193525,0.0021927641,0.4993232852,0.0030231944,0.0797135484,0.0014872896,0.2633175187,0.0006377007,0.1442288017,0.0014525752,0.0834301596,0.0006772581,0.5832147798,0.0017057911,80,96
conformal_retrieval_filter,cross_embodiment,5,0.5829427083,0.0142502738,0.5245659165,0.0152560707,0.5316477750,0.0015551923,0.1841724775,0.0022079970,0.4998231508,0.0030287621,0.0799326547,0.0014502271,0.2632802521,0.0006645396,0.1438875948,0.0015014359,0.0835737971,0.0006636261,0.5826319733,0.0016863467,80,96
conformal_retrieval_filter,cross_embodiment,6,0.5936197917,0.0131228660,0.5353777871,0.0146843921,0.5314491500,0.0014410679,0.1842757275,0.0021362536,0.4999640870,0.0029142435,0.0798786822,0.0014986503,0.2629586104,0.0006573548,0.1437642042,0.0014914629,0.0836463991,0.0006096937,0.5822922883,0.0016128200,80,96
conformal_retrieval_filter,cross_embodiment,7,0.5832031250,0.0137990361,0.5251356566,0.0154192041,0.5316007000,0.0014543287,0.1842539150,0.0021170306,0.5006346630,0.0029016499,0.0798204553,0.0014924486,0.2629322813,0.0006360530,0.1440258522,0.0014602805,0.0835669251,0.0006316939,0.5822882711,0.0016362174,80,96
conformal_retrieval_filter,cross_embodiment,8,0.5828125000,0.0133244010,0.5246691551,0.0150984850,0.5314020750,0.0015208658,0.1843571650,0.0021149235,0.5009506867,0.0029262369,0.0798906641,0.0015204859,0.2630657375,0.0006486343,0.1439993601,0.0014864420,0.0837896021,0.0006395367,0.5821486861,0.0016076480,80,96
conformal_retrieval_filter,cross_embodiment,9,0.5893229167,0.0135884654,0.5311643220,0.0149579338,0.5315536250,0.0014555805,0.1848356025,0.0021399133,0.5012535789,0.0028888190,0.0797878797,0.0015440630,0.2630275417,0.0006777056,0.1438899377,0.0014046636,0.0837181321,0.0006070055,0.5822147038,0.0016439463,80,96
conformal_retrieval_filter,heldout_mechanism,0,0.6024739583,0.0134453436,0.5518796377,0.0147587331,0.5361239375,0.0015886771,0.1789011085,0.0022733197,0.5038765037,0.0028564328,0.0775681213,0.0015463651,0.2605596771,0.0006170063,0.1384005228,0.0013633238,0.0809022777,0.0006997518,0.5916806485,0.0015630424,80,96
conformal_retrieval_filter,heldout_mechanism,1,0.6095052083,0.0131705266,0.5593387001,0.0145541983,0.5359323125,0.0016394601,0.1785091085,0.0022021119,0.5038666862,0.0030018411,0.0770978813,0.0015721025,0.2605171896,0.0006413349,0.1384616595,0.0013845223,0.0808198807,0.0006652884,0.5916753885,0.0015962935,80,96
conformal_retrieval_filter,heldout_mechanism,2,0.6040364583,0.0135676692,0.5535313247,0.0146244336,0.5360908625,0.0016930350,0.1786173585,0.0021561046,0.5029639225,0.0032353742,0.0773378838,0.0015790519,0.2604245896,0.0006105227,0.1383612805,0.0013911664,0.0806704502,0.0006499156,0.5917681775,0.0015935593,80,96
conformal_retrieval_filter,heldout_mechanism,3,0.6037760417,0.0128791019,0.5531337908,0.0140847045,0.5360743250,0.0017263509,0.1788506710,0.0021422063,0.5032823940,0.0032628835,0.0774928907,0.0015711413,0.2604091479,0.0006287341,0.1384446471,0.0013353799,0.0803729457,0.0006831852,0.5920395557,0.0015718369,80,96
conformal_retrieval_filter,heldout_mechanism,4,0.6005208333,0.0136819436,0.5498524527,0.0155067675,0.5365830500,0.0017709383,0.1789589210,0.0021561233,0.5034301553,0.0031004202,0.0775429745,0.0016319103,0.2605106708,0.0006938079,0.1385254587,0.0013224079,0.0803735902,0.0006739007,0.5917601587,0.0016261925,80,96
conformal_retrieval_filter,heldout_mechanism,5,0.6006510417,0.0127219482,0.5499759296,0.0142406844,0.5362163375,0.0018680877,0.1785669210,0.0020007953,0.5034203378,0.0030328873,0.0775721407,0.0015295750,0.2606398354,0.0006583482,0.1387866954,0.0013972011,0.0805163057,0.0006462802,0.5918409417,0.0016666237,80,96
conformal_retrieval_filter,heldout_mechanism,6,0.6088541667,0.0135696439,0.5587127064,0.0146178426,0.5363748875,0.0018362652,0.1782999835,0.0019441638,0.5037563181,0.0029830983,0.0772396363,0.0014508199,0.2605059042,0.0006631072,0.1385470855,0.0014300441,0.0805109472,0.0006266249,0.5921563420,0.0016654930,80,96
conformal_retrieval_filter,heldout_mechanism,7,0.5894531250,0.0114949948,0.5387793947,0.0126291660,0.5358330875,0.0017864751,0.1785332960,0.0018764706,0.5033744396,0.0029406423,0.0777391745,0.0013937258,0.2605333188,0.0006541726,0.1383429084,0.0014237862,0.0806636677,0.0005922029,0.5921855992,0.0016846386,80,96
conformal_retrieval_filter,heldout_mechanism,8,0.5933593750,0.0129251100,0.5428509873,0.0143750547,0.5359916375,0.0016646491,0.1786415460,0.0020463184,0.5035222009,0.0028941385,0.0776603520,0.0014705715,0.2603845062,0.0006561949,0.1381235700,0.0014603293,0.0804391997,0.0005698308,0.5917781382,0.0017872185,80,96
conformal_retrieval_filter,heldout_mechanism,9,0.6000000000,0.0144120719,0.5494818317,0.0158689106,0.5359751000,0.0015679805,0.1786247335,0.0021160297,0.5033241643,0.0029164366,0.0773734813,0.0014861902,0.2604975625,0.0007093885,0.1385051280,0.0014589760,0.0806629557,0.0005927914,0.5915642740,0.0018088821,80,96
conformal_retrieval_filter,heldout_object,0,0.6234375000,0.0140247356,0.5822841633,0.0153889754,0.5404815875,0.0014543727,0.1716623385,0.0021789234,0.5077339482,0.0028967572,0.0743384137,0.0015247487,0.2575030500,0.0006426162,0.1321234942,0.0014619091,0.0777120824,0.0006642876,0.6010868867,0.0016417397,80,96
conformal_retrieval_filter,heldout_object,1,0.6138020833,0.0133534505,0.5722303171,0.0145574210,0.5407942250,0.0014931055,0.1718806510,0.0022674785,0.5071565072,0.0029318964,0.0746521206,0.0014850350,0.2578349708,0.0006605840,0.1318101122,0.0014934003,0.0774053379,0.0006431898,0.6010733489,0.0015606891,80,96
conformal_retrieval_filter,heldout_object,2,0.6167968750,0.0130128376,0.5752953498,0.0144941181,0.5409317750,0.0016379841,0.1718488385,0.0021729309,0.5074632582,0.0029952064,0.0746459374,0.0015200375,0.2577649563,0.0006485849,0.1320698591,0.0014535140,0.0776198539,0.0006792205,0.6010608117,0.0016111589,80,96
conformal_retrieval_filter,heldout_object,3,0.6122395833,0.0134724496,0.5706395483,0.0144343068,0.5403689750,0.0017519092,0.1719420885,0.0020868012,0.5074154569,0.0030405538,0.0747094087,0.0014827571,0.2576505958,0.0005733280,0.1319414158,0.0014889090,0.0774611834,0.0007215236,0.6007846427,0.0016517956,80,96
conformal_retrieval_filter,heldout_object,4,0.6217447917,0.0131484737,0.5802729867,0.0142308568,0.5406816125,0.0017556024,0.1721604010,0.0020906059,0.5073632785,0.0030948298,0.0745285093,0.0014701738,0.2575644729,0.0006336396,0.1317186290,0.0014798893,0.0775296264,0.0007164702,0.6009712049,0.0015694369,80,96
conformal_retrieval_filter,heldout_object,5,0.6141927083,0.0124043267,0.5726219711,0.0139283984,0.5408191625,0.0017258498,0.1720035260,0.0021151229,0.5073242316,0.0029940398,0.0746283781,0.0015091011,0.2577921896,0.0005940090,0.1318789225,0.0014813913,0.0775170289,0.0007006686,0.6010662214,0.0016544015,80,96
conformal_retrieval_filter,heldout_object,6,0.6200520833,0.0122358585,0.5784214270,0.0134832402,0.5404314500,0.0017574982,0.1720967760,0.0021077895,0.5074515178,0.0029284594,0.0746544243,0.0014834032,0.2577571083,0.0005730706,0.1318473776,0.0013968769,0.0775084334,0.0007123879,0.6010041594,0.0017178456,80,96
conformal_retrieval_filter,heldout_object,7,0.6236979167,0.0118658761,0.5818602119,0.0130378044,0.5407440875,0.0017894136,0.1720649635,0.0021736955,0.5070579188,0.0029211800,0.0748616349,0.0014905692,0.2579030917,0.0005622515,0.1318195808,0.0013571634,0.0774978369,0.0006813977,0.6013057792,0.0017155628,80,96
conformal_retrieval_filter,heldout_object,8,0.6144531250,0.0135482102,0.5729410128,0.0151386774,0.5408816375,0.0018076837,0.1719080885,0.0021065040,0.5073690469,0.0029546555,0.0746918224,0.0015902258,0.2580794687,0.0006282628,0.1313732711,0.0013341550,0.0775602769,0.0006779000,0.6011006457,0.0017084045,80,96
conformal_retrieval_filter,heldout_object,9,0.6126302083,0.0127227258,0.5708499582,0.0138853916,0.5411942750,0.0016914295,0.1720013385,0.0020874720,0.5071461582,0.0029414171,0.0749311874,0.0015365917,0.2580769021,0.0006371363,0.1316481794,0.0013884294,0.0776267189,0.0006560870,0.6011946617,0.0017031680,80,96
conformal_retrieval_filter,seen_corpus,0,0.6346354167,0.0116266757,0.6040662178,0.0126446041,0.5460177375,0.0015693896,0.1639944275,0.0021303870,0.5126621200,0.0030182658,0.0708846599,0.0014545158,0.2549829667,0.0006544261,0.1236719811,0.0013587732,0.0739220108,0.0006404392,0.6119958534,0.0016504333,80,96
conformal_retrieval_filter,seen_corpus,1,0.6272135417,0.0121911378,0.5965202451,0.0131825132,0.5461342875,0.0016557188,0.1640726775,0.0020479759,0.5125938438,0.0030586831,0.0708395687,0.0014844329,0.2551998604,0.0006285386,0.1238313813,0.0014499932,0.0739041753,0.0006260251,0.6117629323,0.0016792261,80,96
conformal_retrieval_filter,seen_corpus,2,0.6417968750,0.0116420884,0.6110073564,0.0129200459,0.5460757500,0.0015769888,0.1645261150,0.0020559509,0.5121622610,0.0030374735,0.0706497593,0.0014878691,0.2545834187,0.0006323175,0.1242143045,0.0014223282,0.0739673803,0.0006336946,0.6116935931,0.0017126570,80,96
conformal_retrieval_filter,seen_corpus,3,0.6302083333,0.0112824899,0.5991895169,0.0122421973,0.5463673875,0.0016232193,0.1643542400,0.0021374670,0.5121027391,0.0029671579,0.0711123843,0.0014620331,0.2547085708,0.0005958960,0.1242622415,0.0014635400,0.0737204303,0.0006189836,0.6118898866,0.0016718197,80,96
conformal_retrieval_filter,seen_corpus,4,0.6404947917,0.0121113476,0.6093842132,0.0133957755,0.5463088500,0.0016689649,0.1646826150,0.0021842981,0.5122007960,0.0029131460,0.0709911643,0.0014670513,0.2546775479,0.0006165722,0.1244299033,0.0014060865,0.0738566718,0.0006387762,0.6120281511,0.0017542636,80,96
conformal_retrieval_filter,seen_corpus,5,0.6390625000,0.0133451748,0.6079294723,0.0146206065,0.5462503125,0.0016229146,0.1645107400,0.0021981620,0.5116160116,0.0029420464,0.0709708268,0.0014590996,0.2545854750,0.0006012863,0.1243872451,0.0014747573,0.0738348343,0.0006672856,0.6122964806,0.0017269997,80,96
conformal_retrieval_filter,seen_corpus,6,0.6415364583,0.0124534133,0.6108178034,0.0135331754,0.5465419500,0.0016623239,0.1642138025,0.0022209468,0.5117359544,0.0030298353,0.0709464599,0.0014447267,0.2543636771,0.0005639337,0.1239260739,0.0014748173,0.0739610708,0.0006518307,0.6122001278,0.0016779798,80,96
conformal_retrieval_filter,seen_corpus,7,0.6373697917,0.0122741711,0.6063746576,0.0136217652,0.5463083250,0.0015968407,0.1642920525,0.0022165183,0.5118427657,0.0030588767,0.0712179624,0.0014313716,0.2546100354,0.0005927942,0.1238822226,0.0014741444,0.0739432353,0.0006948937,0.6124394429,0.0016349009,80,96
conformal_retrieval_filter,seen_corpus,8,0.6361979167,0.0113220263,0.6053374543,0.0128221336,0.5464248750,0.0015435237,0.1642452400,0.0022768314,0.5114286916,0.0028159795,0.0711266543,0.0015621570,0.2543642417,0.0005294871,0.1236420194,0.0014958918,0.0736982863,0.0006856445,0.6124141256,0.0016374347,80,96
conformal_retrieval_filter,seen_corpus,9,0.6317708333,0.0106578129,0.6010949403,0.0117892111,0.5465414250,0.0015187596,0.1639483025,0.0021897311,0.5118988094,0.0028267977,0.0714516187,0.0014974762,0.2542390583,0.0005886845,0.1233746450,0.0014625978,0.0735994103,0.0006698239,0.6123037658,0.0016105215,80,96
conformal_retrieval_filter,sparse_corpus,0,0.5748697917,0.0155924733,0.5114753310,0.0170481899,0.5292244000,0.0017783320,0.1888603630,0.0021603911,0.4976790273,0.0029411103,0.0813091317,0.0015573329,0.2644639729,0.0006920573,0.1469816938,0.0013623066,0.0851817208,0.0006057769,0.5770114302,0.0016412780,80,96
conformal_retrieval_filter,sparse_corpus,1,0.5792968750,0.0136790208,0.5162118698,0.0150215642,0.5293549500,0.0016966315,0.1884483630,0.0021607906,0.4978169973,0.0028404739,0.0813976292,0.0015507905,0.2642958687,0.0006412605,0.1467231204,0.0014448850,0.0854621913,0.0006168615,0.5773172942,0.0016593839,80,96
conformal_retrieval_filter,sparse_corpus,2,0.5755208333,0.0151479378,0.5122540777,0.0168901882,0.5291353250,0.0017016136,0.1886616755,0.0021006983,0.4979330814,0.0028330618,0.0814524423,0.0015853515,0.2643926833,0.0006354509,0.1467932299,0.0014688149,0.0855275543,0.0006247624,0.5769573255,0.0016972223,80,96
conformal_retrieval_filter,sparse_corpus,3,0.5752604167,0.0126127692,0.5121611904,0.0144401539,0.5289157000,0.0016557113,0.1886248630,0.0022024426,0.4987582698,0.0028335389,0.0812763904,0.0015891943,0.2647404292,0.0006133657,0.1468393200,0.0014721972,0.0857389903,0.0006216755,0.5768124642,0.0016948410,80,96
conformal_retrieval_filter,sparse_corpus,4,0.5798177083,0.0116389720,0.5167670408,0.0133576013,0.5290462500,0.0017484714,0.1884629880,0.0019994345,0.4985373104,0.0029753325,0.0811549404,0.0015397297,0.2647956146,0.0005937514,0.1469986629,0.0014480616,0.0859484253,0.0005977762,0.5768031707,0.0017647389,80,96
conformal_retrieval_filter,sparse_corpus,5,0.5718750000,0.0123144402,0.5085705458,0.0137495479,0.5293518875,0.0017465356,0.1885512380,0.0020434598,0.4979574217,0.0030061305,0.0813510367,0.0015814386,0.2650258000,0.0006280913,0.1466754721,0.0014329857,0.0860117873,0.0005716578,0.5766928267,0.0017268787,80,96
conformal_retrieval_filter,sparse_corpus,6,0.5822916667,0.0134412039,0.5193157290,0.0145874082,0.5289571750,0.0017223031,0.1886394880,0.0020120274,0.4986031454,0.0030507605,0.0809915517,0.0015105686,0.2649239167,0.0006133426,0.1466303703,0.0013839793,0.0858500368,0.0006163393,0.5767265547,0.0016570411,80,96
conformal_retrieval_filter,sparse_corpus,7,0.5850260417,0.0122545420,0.5219745891,0.0141036586,0.5289126375,0.0017426112,0.1888528005,0.0020301547,0.4985441420,0.0029406455,0.0809291773,0.0014942730,0.2647795104,0.0006531222,0.1468036815,0.0013808549,0.0856902873,0.0006299095,0.5764806430,0.0017867147,80,96
conformal_retrieval_filter,sparse_corpus,8,0.5902343750,0.0129938168,0.5271805577,0.0145666174,0.5293933625,0.0016534394,0.1890661130,0.0020852281,0.4988353135,0.0028549793,0.0808222717,0.0014974555,0.2649006188,0.0006169592,0.1470707394,0.0013328225,0.0857556503,0.0006678311,0.5765769022,0.0017463671,80,96
conformal_retrieval_filter,sparse_corpus,9,0.5878906250,0.0127680061,0.5249713743,0.0139982154,0.5291737375,0.0016695672,0.1886541130,0.0021817093,0.4989732835,0.0028994142,0.0808075317,0.0015114255,0.2649023437,0.0006102230,0.1473124160,0.0013630624,0.0858860458,0.0006943949,0.5766546522,0.0017730759,80,96
