method,split,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_mechanism_precision,ci95_mechanism_precision,mean_incompatible_retrieval_rate,ci95_incompatible_retrieval_rate,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_query_cost,ci95_query_cost,mean_regret,ci95_regret,mean_calibration_error,ci95_calibration_error,mean_retrieval_coverage,ci95_retrieval_coverage,groups,episodes_per_group
no_retrieval_controller,heldout_object,6,0.3867187500,0.0128222920,0.2663441704,0.0140617700,0.2976404875,0.0016130497,0.2206350240,0.0020641697,0.3107435792,0.0030049060,0.1109861892,0.0015039140,0.0749645250,0.0006301371,0.1860181917,0.0014258161,0.1171864204,0.0006104637,0.0003920511,0.0002985447,80,96
no_retrieval_controller,heldout_object,7,0.3868489583,0.0090343458,0.2661925694,0.0100039056,0.2975819500,0.0016582285,0.2209633990,0.0021109370,0.3108416360,0.0029097897,0.1109727442,0.0014276792,0.0752257646,0.0005806090,0.1862859035,0.0014522514,0.1173226619,0.0006155215,0.0003565591,0.0002790943,80,96
no_retrieval_controller,heldout_object,8,0.3835937500,0.0137092735,0.2628014281,0.0149973144,0.2976985000,0.0016400312,0.2209165865,0.0021189879,0.3102524745,0.0029781329,0.1110690111,0.0014679632,0.0750841750,0.0006193247,0.1863490019,0.0013737461,0.1172277879,0.0006700022,0.0004051413,0.0003057815,80,96
no_retrieval_controller,heldout_object,9,0.3773437500,0.0135359428,0.2567209248,0.0146234337,0.2979901375,0.0016546645,0.2207447115,0.0021523684,0.3103680401,0.0029832970,0.1112854673,0.0014414037,0.0749845125,0.0005527462,0.1858935373,0.0014915290,0.1174310629,0.0006493764,0.0003761457,0.0002947753,80,96
no_retrieval_controller,seen_corpus,0,0.4003906250,0.0108159545,0.2903986505,0.0122805522,0.3032026250,0.0016581068,0.2130396975,0.0020899754,0.3150368481,0.0029843800,0.1077832351,0.0014851620,0.0721177562,0.0005538726,0.1774681231,0.0013940919,0.1138979102,0.0006812481,0.0029101649,0.0009423067,80,96
no_retrieval_controller,seen_corpus,1,0.4097656250,0.0088141047,0.2997122805,0.0098076103,0.3029480000,0.0016227831,0.2132280100,0.0019950730,0.3151188072,0.0029805385,0.1078847294,0.0014386652,0.0719404188,0.0005550701,0.1773176219,0.0014435119,0.1138728357,0.0006785350,0.0030136345,0.0009723236,80,96
no_retrieval_controller,seen_corpus,2,0.4057291667,0.0120124089,0.2952711430,0.0128841317,0.3028684625,0.0016948999,0.2135413850,0.0020266651,0.3139707765,0.0029610064,0.1077861594,0.0014675665,0.0718007667,0.0005742763,0.1775950883,0.0014692896,0.1136996872,0.0006666786,0.0031104067,0.0009966510,80,96
no_retrieval_controller,seen_corpus,3,0.3993489583,0.0124229228,0.2890535240,0.0133076613,0.3026138375,0.0017068137,0.2132294475,0.0019852285,0.3142453318,0.0029930451,0.1079861551,0.0014831875,0.0718440021,0.0006191496,0.1771184592,0.0013704262,0.1137416462,0.0006804521,0.0030329064,0.0010366791,80,96
no_retrieval_controller,seen_corpus,4,0.4006510417,0.0137629018,0.2902398886,0.0149706676,0.3020090375,0.0016560735,0.2130425725,0.0018793752,0.3143404225,0.0029530445,0.1079815863,0.0015370762,0.0719297604,0.0006589836,0.1775511382,0.0013666590,0.1135604937,0.0006576286,0.0030665763,0.0010184090,80,96
no_retrieval_controller,seen_corpus,5,0.4062500000,0.0118415330,0.2959143964,0.0130536011,0.3022796750,0.0015928457,0.2131058225,0.0019577238,0.3144267587,0.0029897427,0.1079171826,0.0015612454,0.0719553625,0.0006454537,0.1774949804,0.0013503552,0.1136834932,0.0006481691,0.0031080899,0.0010535885,80,96
no_retrieval_controller,seen_corpus,6,0.4131510417,0.0123109249,0.3035332183,0.0130729831,0.3023752250,0.0016231260,0.2125437600,0.0019400492,0.3152353309,0.0029846854,0.1077105319,0.0014420910,0.0717376229,0.0005902155,0.1772976332,0.0014386115,0.1136464127,0.0006164025,0.0031164882,0.0011008712,80,96
no_retrieval_controller,seen_corpus,7,0.4044270833,0.0115584017,0.2948605517,0.0125402533,0.3026458625,0.0016660708,0.2124819475,0.0019902924,0.3151509568,0.0029403894,0.1075950363,0.0014716233,0.0718136708,0.0005746575,0.1774390204,0.0013964096,0.1134672612,0.0006600441,0.0030423284,0.0011482780,80,96
no_retrieval_controller,seen_corpus,8,0.3959635417,0.0119881914,0.2862338060,0.0130438313,0.3029165000,0.0016860668,0.2125451975,0.0020622822,0.3154123806,0.0028719484,0.1079338326,0.0014339786,0.0719611104,0.0005824394,0.1773797110,0.0013774353,0.1135152232,0.0006772714,0.0030510348,0.0011320521,80,96
no_retrieval_controller,seen_corpus,9,0.4102864583,0.0110312065,0.3008772017,0.0117904516,0.3030120500,0.0016821009,0.2127335100,0.0020772907,0.3160196022,0.0028191809,0.1075710770,0.0014788383,0.0718645771,0.0005928992,0.1774198551,0.0013778281,0.1135651862,0.0006683975,0.0028529860,0.0011413848,80,96
no_retrieval_controller,sparse_corpus,0,0.3455729167,0.0132094363,0.2041907950,0.0145321246,0.2860194750,0.0016746495,0.2359950370,0.0020349217,0.3021820387,0.0028721008,0.1178178401,0.0015065271,0.0821878417,0.0006236802,0.2005308500,0.0014112196,0.1248849506,0.0005787485,0.0000000000,0.0000000000,80,96
no_retrieval_controller,sparse_corpus,1,0.3542968750,0.0118219875,0.2131529453,0.0130188306,0.2863041125,0.0017205518,0.2363184120,0.0019985360,0.3020981831,0.0028642761,0.1172711701,0.0013915676,0.0818755438,0.0006978652,0.2007976112,0.0013793194,0.1250181121,0.0005540914,0.0000000000,0.0000000000,80,96
no_retrieval_controller,sparse_corpus,2,0.3600260417,0.0134620118,0.2189574996,0.0147927569,0.2865887500,0.0016814287,0.2365167245,0.0020798967,0.3027190546,0.0029478725,0.1173699520,0.0014062513,0.0818302854,0.0006836671,0.2007459096,0.0014932381,0.1252993476,0.0005614999,0.0000000000,0.0000000000,80,96
no_retrieval_controller,sparse_corpus,3,0.3389322917,0.0127788494,0.1974414565,0.0139690221,0.2865232125,0.0015780696,0.2367150370,0.0020536415,0.3026395762,0.0029484496,0.1175763588,0.0013707138,0.0821605479,0.0006773805,0.2010069643,0.0015250001,0.1252053956,0.0006013065,0.0000000000,0.0000000000,80,96
no_retrieval_controller,sparse_corpus,4,0.3424479167,0.0120533815,0.2012310971,0.0134462620,0.2866327625,0.0015737740,0.2365381620,0.0020783333,0.3025732293,0.0030260558,0.1172384963,0.0014603256,0.0820712417,0.0006456263,0.2011508492,0.0015654221,0.1251804781,0.0006466011,0.0000000000,0.0000000000,80,96
no_retrieval_controller,sparse_corpus,5,0.3641927083,0.0096943030,0.2230489398,0.0109267955,0.2863921375,0.0015802712,0.2367364745,0.0020669448,0.3021435759,0.0029667315,0.1168989220,0.0014449256,0.0817267271,0.0005945381,0.2012181070,0.0015564903,0.1252366011,0.0006762575,0.0000000000,0.0000000000,80,96
no_retrieval_controller,sparse_corpus,6,0.3559895833,0.0113394891,0.2143052181,0.0131879039,0.2861515125,0.0016321142,0.2371849120,0.0020304095,0.3018802556,0.0030090985,0.1172659938,0.0015199499,0.0818014833,0.0006579992,0.2011935764,0.0015161123,0.1253717636,0.0006833754,0.0000000000,0.0000000000,80,96
no_retrieval_controller,sparse_corpus,7,0.3492187500,0.0142295757,0.2075257741,0.0155048969,0.2864361500,0.0016314311,0.2371330995,0.0020505217,0.3019846190,0.0030124820,0.1174221920,0.0015220657,0.0819312250,0.0006429040,0.2010398663,0.0014677637,0.1254238846,0.0007039822,0.0000000000,0.0000000000,80,96
no_retrieval_controller,sparse_corpus,8,0.3500000000,0.0131284249,0.2082161860,0.0142574426,0.2860204375,0.0016019946,0.2370812870,0.0020854327,0.3017388075,0.0030120113,0.1175925276,0.0014886863,0.0818802000,0.0005866204,0.2006923594,0.0014201506,0.1256260806,0.0006950082,0.0000000000,0.0000000000,80,96
no_retrieval_controller,sparse_corpus,9,0.3514322917,0.0134811059,0.2096486877,0.0149682828,0.2859549000,0.0016890785,0.2367793495,0.0020703812,0.3008014003,0.0030416936,0.1175085232,0.0015772720,0.0816699854,0.0006449539,0.2007462455,0.0013820403,0.1253740496,0.0006698624,0.0000000000,0.0000000000,80,96
no_retrieval_controller,stale_memory,0,0.3442708333,0.0129019028,0.1945406024,0.0142515370,0.2814815875,0.0018217084,0.2449580730,0.0021271477,0.2986485649,0.0028085158,0.1191623401,0.0015216111,0.0852325833,0.0006533053,0.2042006891,0.0014164462,0.1297060117,0.0006465838,0.0000000000,0.0000000000,80,96
no_retrieval_controller,stale_memory,1,0.3536458333,0.0105508340,0.2040158005,0.0121049416,0.2814090500,0.0018703157,0.2450263230,0.0021288556,0.2989168137,0.0027757969,0.1190333176,0.0015023439,0.0852083208,0.0006339703,0.2042455319,0.0014339600,0.1298320912,0.0006305795,0.0000000000,0.0000000000,80,96
no_retrieval_controller,stale_memory,2,0.3506510417,0.0134526998,0.2007361444,0.0147890749,0.2804610750,0.0016703659,0.2449695105,0.0021165968,0.2990143521,0.0029324564,0.1192682720,0.0015393396,0.0854322729,0.0006184612,0.2041877696,0.0013751602,0.1297310572,0.0006668305,0.0000000000,0.0000000000,80,96
no_retrieval_controller,stale_memory,3,0.3518229167,0.0119577902,0.2022243253,0.0133831043,0.2798632750,0.0016219080,0.2449126980,0.0020798071,0.2992869781,0.0029949062,0.1189029639,0.0015663718,0.0852227042,0.0006071728,0.2041268558,0.0014170905,0.1297800982,0.0006877292,0.0000000000,0.0000000000,80,96
no_retrieval_controller,stale_memory,4,0.3506510417,0.0131452128,0.2011682900,0.0148765178,0.2799658250,0.0014947699,0.2446057605,0.0020579382,0.2993932709,0.0029714436,0.1190125595,0.0016272572,0.0854211354,0.0006061552,0.2038575803,0.0013910186,0.1299001747,0.0006902321,0.0000000000,0.0000000000,80,96
no_retrieval_controller,stale_memory,5,0.3404947917,0.0139705190,0.1907667343,0.0154405142,0.2802434625,0.0015512448,0.2447990730,0.0020909527,0.2996571424,0.0030092391,0.1192438539,0.0015996118,0.0855952729,0.0006199501,0.2041082297,0.0013885063,0.1296530677,0.0007054518,0.0000000000,0.0000000000,80,96
no_retrieval_controller,stale_memory,6,0.3408854167,0.0133643124,0.1911906590,0.0148473140,0.2799958375,0.0015639647,0.2448673230,0.0020547449,0.2995752162,0.0029196424,0.1190514376,0.0015111568,0.0856217542,0.0006485094,0.2040593256,0.0013960737,0.1297041097,0.0006858226,0.0000000000,0.0000000000,80,96
no_retrieval_controller,stale_memory,7,0.3488281250,0.0111412692,0.1992597341,0.0125994189,0.2802734750,0.0015902801,0.2449355730,0.0019944726,0.2996683774,0.0029433809,0.1188731589,0.0014607360,0.0854674687,0.0006334161,0.2043074200,0.0013991378,0.1296801142,0.0006845745,0.0000000000,0.0000000000,80,96
no_retrieval_controller,stale_memory,8,0.3470052083,0.0127512065,0.1975164140,0.0139617000,0.2810763750,0.0015870116,0.2451288855,0.0019890070,0.3002824240,0.0029635840,0.1190294907,0.0014994383,0.0854499021,0.0006552662,0.2043516662,0.0014115046,0.1297331572,0.0006216830,0.0000000000,0.0000000000,80,96
no_retrieval_controller,stale_memory,9,0.3470052083,0.0135389574,0.1976353116,0.0149744031,0.2813540125,0.0016261437,0.2453221980,0.0019843925,0.3007213831,0.0029254993,0.1188528601,0.0014812206,0.0855568896,0.0006833021,0.2043990640,0.0013777267,0.1294860502,0.0006057209,0.0000000000,0.0000000000,80,96
no_retrieval_controller,visually_aliased,0,0.3381510417,0.0148286553,0.1913881636,0.0164574144,0.2838613750,0.0016356800,0.2393530295,0.0021798885,0.2991947090,0.0029119983,0.1194056058,0.0015716335,0.0836325729,0.0006982180,0.2058263316,0.0014495426,0.1268352660,0.0007238397,0.0000000000,0.0000000000,80,96
no_retrieval_controller,visually_aliased,1,0.3390625000,0.0143584279,0.1922639146,0.0157451793,0.2831164875,0.0015675850,0.2395663420,0.0021857534,0.2994858805,0.0028785727,0.1193760439,0.0014956078,0.0833636125,0.0006257206,0.2058932895,0.0014676056,0.1264504040,0.0007134982,0.0000000000,0.0000000000,80,96
no_retrieval_controller,visually_aliased,2,0.3479166667,0.0125478900,0.2010961315,0.0138649466,0.2828968625,0.0015640123,0.2397796545,0.0021694208,0.2990767021,0.0029381721,0.1191284758,0.0014997857,0.0832836042,0.0005872703,0.2057727538,0.0014805267,0.1263656920,0.0007010623,0.0000000000,0.0000000000,80,96
no_retrieval_controller,visually_aliased,3,0.3446614583,0.0112426312,0.1976772206,0.0125665679,0.2832025000,0.0015392817,0.2398679045,0.0021492937,0.2988469883,0.0029912183,0.1193152346,0.0014542513,0.0832980896,0.0005946651,0.2057434099,0.0014888344,0.1262789790,0.0006743827,0.0000000000,0.0000000000,80,96
no_retrieval_controller,visually_aliased,4,0.3401041667,0.0123064036,0.1932508535,0.0139535283,0.2833330500,0.0015296537,0.2395809670,0.0021479773,0.2986304062,0.0030196320,0.1194241302,0.0014741629,0.0830306542,0.0006691484,0.2056969462,0.0014814082,0.1262613005,0.0006728616,0.0000000000,0.0000000000,80,96
no_retrieval_controller,visually_aliased,5,0.3417968750,0.0116681196,0.1947452854,0.0130046661,0.2829383375,0.0017000444,0.2397942795,0.0021172020,0.2985714027,0.0030430627,0.1196056183,0.0014487834,0.0828257938,0.0006633039,0.2056701573,0.0015157519,0.1264017010,0.0006356819,0.0000000000,0.0000000000,80,96
no_retrieval_controller,visually_aliased,6,0.3371093750,0.0131216095,0.1901823275,0.0144334969,0.2837692375,0.0016970358,0.2393822795,0.0021026182,0.2985342852,0.0028795505,0.1199332158,0.0014449771,0.0828603313,0.0006855771,0.2055147854,0.0014256035,0.1262319465,0.0006342686,0.0000000000,0.0000000000,80,96
no_retrieval_controller,visually_aliased,7,0.3414062500,0.0128305195,0.1946358418,0.0141473591,0.2835496125,0.0017016228,0.2390953420,0.0020415887,0.2983177030,0.0029163452,0.1197326614,0.0014920876,0.0829191625,0.0006619843,0.2054683217,0.0013764850,0.1264393805,0.0006122262,0.0000000000,0.0000000000,80,96
no_retrieval_controller,visually_aliased,8,0.3424479167,0.0129451553,0.1959406367,0.0144499404,0.2836801625,0.0016659189,0.2389334670,0.0020231451,0.2984469187,0.0028158357,0.1196744927,0.0015625815,0.0827234167,0.0006389561,0.2053212115,0.0014267551,0.1266488155,0.0006503475,0.0000000000,0.0000000000,80,96
no_retrieval_controller,visually_aliased,9,0.3360677083,0.0129470340,0.1892921341,0.0146122139,0.2836356250,0.0016825880,0.2391467795,0.0020369209,0.2985630027,0.0028100871,0.1198512183,0.0015558123,0.0829317271,0.0006410653,0.2053913210,0.0014773463,0.1267141785,0.0006290481,0.0000000000,0.0000000000,80,96
oracle_mechanism_retrieval,combined_stress,0,0.7838541667,0.0104667323,0.9229716681,0.0105482480,0.7351208625,0.0015923505,0.0538338288,0.0013182512,0.6774393585,0.0030107236,0.0401723430,0.0014144448,0.1864116417,0.0005297328,0.0819839138,0.0014006747,0.0459430013,0.0007035966,0.8593770393,0.0015393967,80,96
oracle_mechanism_retrieval,combined_stress,1,0.7968750000,0.0099928470,0.9354614842,0.0099521549,0.7356155875,0.0016599516,0.0535568913,0.0012244762,0.6779367763,0.0029978676,0.0400465699,0.0014194123,0.1862042625,0.0005661547,0.0820330981,0.0013907934,0.0459314828,0.0007054694,0.8596118835,0.0015048144,80,96
oracle_mechanism_retrieval,combined_stress,2,0.7869791667,0.0096359997,0.9254041401,0.0099237909,0.7357601375,0.0017661153,0.0535300788,0.0012422496,0.6777250897,0.0029338067,0.0402757680,0.0014351562,0.1863927542,0.0005896722,0.0821063019,0.0014280219,0.0459239663,0.0006471624,0.8595035563,0.0015904559,80,96
oracle_mechanism_retrieval,combined_stress,3,0.7908854167,0.0112460406,0.9284637236,0.0113369198,0.7355545125,0.0017235291,0.0536283288,0.0012922361,0.6778592010,0.0028877943,0.0400401705,0.0014686740,0.1864630542,0.0006290978,0.0818787592,0.0012756044,0.0459934883,0.0006432414,0.8597599113,0.0016311978,80,96
oracle_mechanism_retrieval,combined_stress,4,0.7907552083,0.0111187506,0.9283255842,0.0110971394,0.7355239750,0.0017449964,0.0534764538,0.0011921835,0.6773017166,0.0028491923,0.0401598705,0.0014084810,0.1865898646,0.0006132852,0.0820526095,0.0012962001,0.0462090833,0.0006572841,0.8594449808,0.0016973703,80,96
oracle_mechanism_retrieval,combined_stress,5,0.7867187500,0.0119963381,0.9234913813,0.0113186690,0.7353183500,0.0016960814,0.0536997663,0.0011864978,0.6772563632,0.0028287365,0.0400759961,0.0013893999,0.1866212875,0.0005857013,0.0821340749,0.0012715071,0.0462806063,0.0006516549,0.8593936820,0.0016714630,80,96
oracle_mechanism_retrieval,combined_stress,6,0.7970052083,0.0112297173,0.9347246557,0.0113429334,0.7354629000,0.0016467088,0.0537980163,0.0012845399,0.6773904744,0.0028002829,0.0397255549,0.0014081536,0.1866022646,0.0006290179,0.0822066822,0.0012946959,0.0461250158,0.0006225650,0.8596780510,0.0016764571,80,96
oracle_mechanism_retrieval,combined_stress,7,0.7924479167,0.0101939475,0.9303131112,0.0104045563,0.7343818375,0.0016826725,0.0537712038,0.0013117525,0.6778791379,0.0027397846,0.0396335468,0.0013732636,0.1865659417,0.0005895608,0.0823673297,0.0013307989,0.0463426118,0.0006080927,0.8592715748,0.0017114697,80,96
oracle_mechanism_retrieval,combined_stress,8,0.7947916667,0.0104597984,0.9329407600,0.0106235746,0.7343513000,0.0016612057,0.0533692038,0.0013323208,0.6773304079,0.0027842873,0.0396912068,0.0013718875,0.1865080417,0.0005977340,0.0821295668,0.0014098579,0.0462540548,0.0005782896,0.8594719018,0.0017176853,80,96
oracle_mechanism_retrieval,combined_stress,9,0.7865885417,0.0094570164,0.9255645940,0.0097132718,0.7336204125,0.0016143846,0.0530922663,0.0013366593,0.6776527382,0.0027677951,0.0397223524,0.0013956379,0.1868229104,0.0005748944,0.0822819527,0.0014573521,0.0463926113,0.0005782635,0.8596086970,0.0016835513,80,96
oracle_mechanism_retrieval,cross_embodiment,0,0.8028645833,0.0100374644,0.9523545040,0.0089998773,0.7455515250,0.0014797064,0.0458272920,0.0013150368,0.6862006823,0.0028740703,0.0353955729,0.0014064985,0.1798057208,0.0005363704,0.0696482659,0.0013362689,0.0386462867,0.0006095474,0.8828218345,0.0016140147,80,96
oracle_mechanism_retrieval,cross_embodiment,1,0.7967447917,0.0105201192,0.9476632533,0.0098712846,0.7457030750,0.0014805056,0.0460556045,0.0012888777,0.6854618038,0.0028153385,0.0355776611,0.0014013011,0.1800193854,0.0004958281,0.0695463397,0.0013383412,0.0382706647,0.0006179071,0.8826027097,0.0015818315,80,96
oracle_mechanism_retrieval,cross_embodiment,2,0.7981770833,0.0097548780,0.9476974927,0.0085929769,0.7456795375,0.0015711138,0.0464089795,0.0012790740,0.6854188982,0.0027801383,0.0353324161,0.0014612033,0.1801273208,0.0005206152,0.0697376639,0.0013532134,0.0383472687,0.0006602487,0.8828623242,0.0016120935,80,96
oracle_mechanism_retrieval,cross_embodiment,3,0.8055989583,0.0095813867,0.9544811974,0.0082050556,0.7458310875,0.0016339814,0.0466372920,0.0012052043,0.6857305448,0.0027821733,0.0350456417,0.0014079821,0.1799262896,0.0005488778,0.0696168283,0.0013511482,0.0381967592,0.0006476808,0.8831434495,0.0015506419,80,96
oracle_mechanism_retrieval,cross_embodiment,4,0.8002604167,0.0090710023,0.9512530401,0.0081138780,0.7458075500,0.0016488474,0.0467405420,0.0012014041,0.6856963935,0.0027259244,0.0352799504,0.0014059745,0.1801290167,0.0005817061,0.0694965893,0.0013794507,0.0383443987,0.0006818220,0.8833180215,0.0015735939,80,96
oracle_mechanism_retrieval,cross_embodiment,5,0.8028645833,0.0114782354,0.9511445277,0.0105384852,0.7463092750,0.0016495538,0.0462184795,0.0012744750,0.6846336032,0.0029503408,0.0353275186,0.0014745050,0.1800704708,0.0006315996,0.0695668267,0.0013235316,0.0383319582,0.0006719765,0.8836721832,0.0015891751,80,96
oracle_mechanism_retrieval,cross_embodiment,6,0.7898437500,0.0093007662,0.9414472252,0.0083363704,0.7454103000,0.0018731207,0.0460716045,0.0013367073,0.6844331188,0.0028927866,0.0353824498,0.0013233529,0.1803057125,0.0006023803,0.0697384761,0.0013329008,0.0384005582,0.0006385644,0.8837917277,0.0016902754,80,96
oracle_mechanism_retrieval,cross_embodiment,7,0.7977864583,0.0101024298,0.9472254134,0.0093024432,0.7453867625,0.0018826048,0.0464249795,0.0013553165,0.6840400382,0.0030238389,0.0355452798,0.0013564021,0.1803225021,0.0006679818,0.0693358034,0.0013318660,0.0387022747,0.0006223845,0.8838512422,0.0017203969,80,96
oracle_mechanism_retrieval,cross_embodiment,8,0.8023437500,0.0076528034,0.9535827050,0.0073385764,0.7455383125,0.0018891639,0.0465282295,0.0014065854,0.6840058870,0.0031349657,0.0353763511,0.0013624683,0.1803866875,0.0006354624,0.0695157144,0.0013430001,0.0383246517,0.0006113612,0.8834395212,0.0017028500,80,96
oracle_mechanism_retrieval,cross_embodiment,9,0.8042968750,0.0097231751,0.9531942588,0.0085604687,0.7458649500,0.0017732349,0.0457560420,0.0014096477,0.6838272885,0.0030444644,0.0353430917,0.0013869260,0.1802622188,0.0006201365,0.0694587307,0.0014335298,0.0385333217,0.0006363801,0.8834945335,0.0016865090,80,96
oracle_mechanism_retrieval,heldout_mechanism,0,0.8018229167,0.0118580918,0.9548633150,0.0100829779,0.7499100000,0.0015998792,0.0434646758,0.0013545822,0.6880735788,0.0028903315,0.0333594523,0.0013002216,0.1776379167,0.0005941977,0.0642040860,0.0014037519,0.0353255323,0.0005778818,0.8916993695,0.0017971309,80,96
oracle_mechanism_retrieval,heldout_mechanism,1,0.8039062500,0.0094554907,0.9599416100,0.0084140125,0.7498934625,0.0015479260,0.0431977383,0.0012651641,0.6880593842,0.0028265608,0.0332871792,0.0013113631,0.1776647000,0.0005526890,0.0637706793,0.0014495270,0.0354702488,0.0005894432,0.8919007127,0.0017420153,80,96
oracle_mechanism_retrieval,heldout_mechanism,2,0.8100260417,0.0099016354,0.9626086117,0.0082176149,0.7493516625,0.0013844216,0.0433059883,0.0013802136,0.6880320579,0.0028096183,0.0333936254,0.0013584380,0.1777100104,0.0005331067,0.0639546924,0.0014913364,0.0354708933,0.0006069224,0.8919374737,0.0016382471,80,96
oracle_mechanism_retrieval,heldout_mechanism,3,0.8100260417,0.0093957934,0.9632727833,0.0074438004,0.7493351250,0.0014921613,0.0432891758,0.0013735346,0.6881841963,0.0027941072,0.0333013236,0.0013812502,0.1776158854,0.0005445674,0.0641298474,0.0014741892,0.0356196118,0.0005983508,0.8920237595,0.0015819707,80,96
oracle_mechanism_retrieval,heldout_mechanism,4,0.8001302083,0.0100395586,0.9558096404,0.0090791927,0.7491435000,0.0015879652,0.0433974258,0.0014467887,0.6878066951,0.0028162724,0.0333208636,0.0013825582,0.1778103771,0.0005645864,0.0641200636,0.0014801213,0.0354701813,0.0006631748,0.8918884345,0.0017107767,80,96
oracle_mechanism_retrieval,heldout_mechanism,5,0.8037760417,0.0085751519,0.9602796691,0.0075737310,0.7493020500,0.0016291603,0.0432555508,0.0013962093,0.6883133857,0.0028388416,0.0330791448,0.0013890074,0.1777402479,0.0005913396,0.0641831588,0.0014002008,0.0355418613,0.0006613160,0.8919962310,0.0016195168,80,96
oracle_mechanism_retrieval,heldout_mechanism,6,0.7951822917,0.0091878141,0.9522039237,0.0086800971,0.7498107750,0.0015624738,0.0432387383,0.0014239392,0.6882904367,0.0028663509,0.0335167179,0.0014187267,0.1777664354,0.0005652092,0.0639612654,0.0013572560,0.0356155423,0.0006712387,0.8919244377,0.0015775006,80,96
oracle_mechanism_retrieval,heldout_mechanism,7,0.8071614583,0.0093235638,0.9610281821,0.0078487097,0.7497942375,0.0015628297,0.0434720508,0.0014439522,0.6884338207,0.0028311857,0.0333763748,0.0014372726,0.1777297146,0.0005890575,0.0641478335,0.0012951114,0.0357682628,0.0007118558,0.8919957160,0.0015064256,80,96
oracle_mechanism_retrieval,heldout_mechanism,8,0.8052083333,0.0102881374,0.9583917078,0.0086648348,0.7499527875,0.0015967989,0.0432051133,0.0013771456,0.6884196260,0.0029761262,0.0331516454,0.0014534573,0.1777379708,0.0005848407,0.0641146268,0.0013576375,0.0357629043,0.0006787631,0.8919109162,0.0015486083,80,96
oracle_mechanism_retrieval,heldout_mechanism,9,0.8063802083,0.0104110921,0.9589788304,0.0088373682,0.7499362500,0.0016556794,0.0434384258,0.0013284629,0.6876875726,0.0031578225,0.0333559086,0.0014733716,0.1776274396,0.0005778642,0.0638167029,0.0013019756,0.0354653998,0.0006336954,0.8919821945,0.0015468350,80,96
oracle_mechanism_retrieval,heldout_object,0,0.8011718750,0.0087634491,0.9627375133,0.0076651118,0.7547929125,0.0017185867,0.0415241048,0.0012891898,0.6920957613,0.0029534325,0.0311147936,0.0014323148,0.1754841938,0.0006104886,0.0574621610,0.0013795127,0.0325952957,0.0006565536,0.9010298367,0.0016278858,80,96
oracle_mechanism_retrieval,heldout_object,1,0.8032552083,0.0095126469,0.9630591864,0.0079038852,0.7544052000,0.0016453841,0.0412421673,0.0012956807,0.6922361791,0.0029442209,0.0310324705,0.0014230928,0.1753519021,0.0006381997,0.0575135463,0.0013458666,0.0325806972,0.0006374244,0.9009902860,0.0016315652,80,96
oracle_mechanism_retrieval,heldout_object,2,0.8082031250,0.0097502707,0.9670087585,0.0081851470,0.7541925750,0.0016326923,0.0413354173,0.0013327834,0.6916631154,0.0029941666,0.0309998855,0.0014304065,0.1752545438,0.0006139534,0.0576947077,0.0013780165,0.0326471392,0.0006245548,0.9009422310,0.0016535684,80,96
oracle_mechanism_retrieval,heldout_object,3,0.8115885417,0.0108849468,0.9667864327,0.0082314483,0.7543301250,0.0015980193,0.0414286673,0.0013453445,0.6912651391,0.0029344751,0.0309954255,0.0013547000,0.1751790604,0.0006573091,0.0576726175,0.0013979614,0.0325635062,0.0005616853,0.9011222900,0.0016496025,80,96
oracle_mechanism_retrieval,heldout_object,4,0.8055989583,0.0109136908,0.9628365665,0.0086521727,0.7546427625,0.0015942511,0.0415219173,0.0013036699,0.6915675129,0.0028864642,0.0310846780,0.0013206748,0.1750847521,0.0006182361,0.0576379210,0.0013559663,0.0322547607,0.0005372844,0.9010162060,0.0016667438,80,96
oracle_mechanism_retrieval,heldout_object,5,0.8080729167,0.0092794675,0.9684084778,0.0080027983,0.7540799625,0.0014336623,0.0413650423,0.0013953862,0.6918786410,0.0028521329,0.0306288905,0.0012933914,0.1750970667,0.0005672825,0.0575918114,0.0013768365,0.0323922382,0.0005130572,0.9010551945,0.0016408652,80,96
oracle_mechanism_retrieval,heldout_object,6,0.8072916667,0.0101565140,0.9636945507,0.0072855998,0.7545676875,0.0015143427,0.0410831048,0.0014149833,0.6914937963,0.0029488140,0.0308232423,0.0013482673,0.1750799167,0.0005629809,0.0577527014,0.0013741596,0.0325277147,0.0005498609,0.9010856787,0.0015999818,80,96
oracle_mechanism_retrieval,heldout_object,7,0.8121093750,0.0117769903,0.9660531540,0.0088361006,0.7543550625,0.0014700270,0.0409262298,0.0013726967,0.6921550995,0.0029208766,0.0308505298,0.0013917152,0.1749093438,0.0005895351,0.0581004886,0.0013777359,0.0324400797,0.0006371727,0.9011526812,0.0016201674,80,96
oracle_mechanism_retrieval,heldout_object,8,0.8037760417,0.0099229280,0.9621562316,0.0079264143,0.7546677000,0.0015202084,0.0412696048,0.0014028677,0.6919234563,0.0029121598,0.0310745161,0.0013742058,0.1752230354,0.0006097213,0.0576864600,0.0014658565,0.0325855612,0.0006466845,0.9011316397,0.0015950430,80,96
