method,split,task,regime,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_mechanism_precision,ci95_mechanism_precision,mean_incompatible_retrieval_rate,ci95_incompatible_retrieval_rate,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_query_cost,ci95_query_cost,mean_regret,ci95_regret,mean_calibration_error,ci95_calibration_error,mean_retrieval_coverage,ci95_retrieval_coverage,groups,episodes_per_group
action_conditioned_mechanism_retrieval_v5,combined_stress,snap_fit_latch_release,tool_geometry_shift,0.6895833333,0.0341364930,0.7552211132,0.0350629812,0.6598162000,0.0029915864,0.0920803448,0.0016860219,0.6216957079,0.0017274253,0.0582701241,0.0009471678,0.2280525333,0.0008150235,0.1085550928,0.0017972285,0.0604624255,0.0007639054,0.7445936753,0.0019471087,10,96
action_conditioned_mechanism_retrieval_v5,combined_stress,twist_lid_with_force_limit,actuator_lag_shift,0.7385416667,0.0344941649,0.8055342430,0.0352071010,0.6616612000,0.0017864824,0.0897776696,0.0012666761,0.6084213216,0.0017290128,0.0545194869,0.0010761504,0.2260027167,0.0015978083,0.1068952113,0.0013534687,0.0582073227,0.0011640333,0.7474010358,0.0015477289,10,96
action_conditioned_mechanism_retrieval_v5,combined_stress,twist_lid_with_force_limit,compliance_shift,0.7614583333,0.0297349045,0.8348203684,0.0293670252,0.6681204000,0.0031205273,0.0866881056,0.0022669866,0.6071925563,0.0023868692,0.0500893174,0.0010016572,0.2242208833,0.0010032603,0.1025946987,0.0009097492,0.0572980897,0.0007405346,0.7535771457,0.0018258284,10,96
action_conditioned_mechanism_retrieval_v5,combined_stress,twist_lid_with_force_limit,compound_mechanism_shift,0.7208333333,0.0227350378,0.7759983749,0.0227486440,0.6555342000,0.0018652978,0.0968997496,0.0021860813,0.6022567488,0.0023930163,0.0610294825,0.0009968628,0.2285558333,0.0012933710,0.1124706673,0.0013292365,0.0611187760,0.0012510982,0.7425095510,0.0016175128,10,96
action_conditioned_mechanism_retrieval_v5,combined_stress,twist_lid_with_force_limit,friction_mismatch,0.7687500000,0.0304049191,0.8491142245,0.0310313720,0.6743110000,0.0023657657,0.0832973696,0.0019593541,0.6120471321,0.0031654735,0.0471497159,0.0014161391,0.2237951000,0.0010111266,0.0968735333,0.0015453277,0.0552515379,0.0007628432,0.7594710378,0.0010793269,10,96
action_conditioned_mechanism_retrieval_v5,combined_stress,twist_lid_with_force_limit,occluded_contact_shift,0.7666666667,0.0170002723,0.8369257132,0.0171019194,0.6660872000,0.0018390260,0.0880716376,0.0013042072,0.6093382327,0.0017802428,0.0537936146,0.0012294595,0.2253770667,0.0006630726,0.1030427355,0.0013584720,0.0585592262,0.0011583861,0.7498654777,0.0015402683,10,96
action_conditioned_mechanism_retrieval_v5,combined_stress,twist_lid_with_force_limit,source_matched,0.7781250000,0.0241669101,0.8691473668,0.0245863061,0.6784307000,0.0031830474,0.0752787736,0.0019676313,0.6143393829,0.0017427421,0.0407147642,0.0009423398,0.2217336500,0.0008990145,0.0917270359,0.0018187427,0.0522129404,0.0007455176,0.7659857296,0.0020809118,10,96
action_conditioned_mechanism_retrieval_v5,combined_stress,twist_lid_with_force_limit,support_topology_shift,0.7770833333,0.0177988374,0.8539288792,0.0183612457,0.6706572000,0.0018390260,0.0841172456,0.0013042072,0.6113608364,0.0017802428,0.0503929072,0.0011363343,0.2230052333,0.0007563717,0.0999091810,0.0016798847,0.0567577559,0.0012947423,0.7551287413,0.0016514316,10,96
action_conditioned_mechanism_retrieval_v5,combined_stress,twist_lid_with_force_limit,tool_geometry_shift,0.7354166667,0.0362934605,0.7988572215,0.0366977735,0.6612817000,0.0017996183,0.0924562016,0.0012760588,0.6079918729,0.0017418203,0.0567190341,0.0012138374,0.2269095667,0.0014573507,0.1090418754,0.0010319045,0.0594876792,0.0008029413,0.7446995639,0.0013646356,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,bimanual_handoff_force_match,actuator_lag_shift,0.7416666667,0.0342719021,0.8300752922,0.0350359105,0.6761568000,0.0023738783,0.0829367680,0.0012948244,0.6409393131,0.0029807582,0.0497285738,0.0011093347,0.2199183667,0.0013874807,0.0944508469,0.0013612900,0.0518772883,0.0011597573,0.7713723379,0.0010071136,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,bimanual_handoff_force_match,compliance_shift,0.7395833333,0.0322097677,0.8348262581,0.0328733120,0.6779183000,0.0030946152,0.0764917040,0.0022165864,0.6407330904,0.0023813284,0.0465017193,0.0016051433,0.2194747333,0.0013074249,0.0880969311,0.0009374494,0.0501016673,0.0012662523,0.7770907618,0.0017062770,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,bimanual_handoff_force_match,compound_mechanism_shift,0.7364583333,0.0235849569,0.8141303711,0.0240007601,0.6672165000,0.0019047055,0.0880493480,0.0021955117,0.6362338728,0.0027130516,0.0570684044,0.0013936407,0.2216910833,0.0009117433,0.0983020109,0.0010143626,0.0529505896,0.0012509147,0.7655691591,0.0015752533,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,bimanual_handoff_force_match,friction_mismatch,0.7635416667,0.0298282151,0.8658705748,0.0302375845,0.6830505000,0.0031278666,0.0733454680,0.0022104394,0.6445207086,0.0029615896,0.0428256328,0.0012035427,0.2171614167,0.0005152814,0.0842023733,0.0016560635,0.0482057275,0.0013506470,0.7830809119,0.0013115215,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,bimanual_handoff_force_match,occluded_contact_shift,0.7312500000,0.0310082501,0.8219650446,0.0313900838,0.6743605000,0.0018784337,0.0797877360,0.0021800502,0.6398865292,0.0023955525,0.0487296415,0.0008595897,0.2195668000,0.0012169816,0.0918156906,0.0015546884,0.0507400038,0.0012481255,0.7738719758,0.0016254892,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,bimanual_handoff_force_match,source_matched,0.7385416667,0.0309559281,0.8516785024,0.0315874038,0.6905974000,0.0029776332,0.0667743720,0.0022603876,0.6473880970,0.0027444531,0.0361783560,0.0013379134,0.2152491167,0.0013667083,0.0786678610,0.0009377774,0.0454584900,0.0007463109,0.7901405297,0.0017088786,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,bimanual_handoff_force_match,support_topology_shift,0.7354166667,0.0262168515,0.8325455274,0.0259895046,0.6796795000,0.0018784337,0.0753678440,0.0020929496,0.6412737255,0.0019033495,0.0451295491,0.0012920012,0.2188040667,0.0012491994,0.0883002259,0.0013168269,0.0486517855,0.0013168884,0.7788506894,0.0016598582,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,bimanual_handoff_force_match,tool_geometry_shift,0.7208333333,0.0449166667,0.8052837508,0.0452908841,0.6720855000,0.0031096994,0.0839788000,0.0021073078,0.6382760420,0.0030759932,0.0523510160,0.0008640608,0.2206915333,0.0015546617,0.0960552772,0.0016255939,0.0515492608,0.0011535398,0.7703661120,0.0009630282,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,cable_route_around_hook,actuator_lag_shift,0.6937500000,0.0290653797,0.7840310177,0.0290820694,0.6720410000,0.0017602106,0.0815427160,0.0012479105,0.6556172049,0.0023567409,0.0524659901,0.0009512234,0.2216575000,0.0008168278,0.0929679125,0.0017771456,0.0515912835,0.0013169331,0.7697167170,0.0010642706,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,cable_route_around_hook,compliance_shift,0.6947916667,0.0371573362,0.7936416947,0.0374675805,0.6776511000,0.0029986249,0.0758456520,0.0012291449,0.6578327022,0.0016777828,0.0478831456,0.0011483121,0.2198180167,0.0012241396,0.0880028657,0.0015710989,0.0496761304,0.0007740423,0.7754961489,0.0017446889,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,cable_route_around_hook,compound_mechanism_shift,0.7208333333,0.0231388889,0.8027514491,0.0234500075,0.6697640000,0.0018390260,0.0874127960,0.0013042072,0.6533464521,0.0017802428,0.0579311957,0.0013698694,0.2228323333,0.0007374506,0.0974153397,0.0010549983,0.0537315047,0.0012453595,0.7642067522,0.0013695645,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,cable_route_around_hook,friction_mismatch,0.7281250000,0.0276359190,0.8342669147,0.0274165845,0.6836604000,0.0029915864,0.0723254160,0.0022413986,0.6569077104,0.0023731812,0.0419868291,0.0010911175,0.2165487500,0.0009339324,0.0862783049,0.0009068054,0.0469495067,0.0007366138,0.7820801070,0.0019485498,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,cable_route_around_hook,occluded_contact_shift,0.7114583333,0.0270601076,0.8046007815,0.0271339318,0.6751538000,0.0030860413,0.0798991840,0.0022407095,0.6538180286,0.0027344407,0.0507688929,0.0010532075,0.2200145833,0.0008515374,0.0908179388,0.0017081026,0.0507810869,0.0013685782,0.7745235530,0.0015303273,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,cable_route_around_hook,source_matched,0.7218750000,0.0282328044,0.8374067130,0.0282867039,0.6885760000,0.0017076670,0.0678768200,0.0019733533,0.6626723113,0.0032103623,0.0364241274,0.0009205325,0.2162477500,0.0008774857,0.0792835553,0.0016729003,0.0461100291,0.0007339675,0.7896994708,0.0011470699,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,cable_route_around_hook,support_topology_shift,0.7166666667,0.0241189503,0.8159383752,0.0246542149,0.6790721000,0.0029570178,0.0764797920,0.0022407095,0.6551702073,0.0023953290,0.0472200854,0.0008904040,0.2180366667,0.0009237221,0.0873481269,0.0018507395,0.0487088767,0.0011659481,0.7785297805,0.0016368233,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,cable_route_around_hook,tool_geometry_shift,0.7104166667,0.0237317831,0.7989019099,0.0245660290,0.6702475000,0.0017733465,0.0832112480,0.0012572933,0.6552098063,0.0017162053,0.0530322874,0.0011611352,0.2204806667,0.0009910020,0.0958615296,0.0016998344,0.0516491800,0.0012598457,0.7677555251,0.0013615743,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,cloth_slide_over_edge,actuator_lag_shift,0.6854166667,0.0184630094,0.7758447377,0.0185911030,0.6724444000,0.0027507639,0.0808413800,0.0012291449,0.6522260517,0.0016777828,0.0523442966,0.0012170896,0.2209809667,0.0014023077,0.0917381932,0.0013491497,0.0514744621,0.0007740423,0.7702514692,0.0014536545,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,cloth_slide_over_edge,compliance_shift,0.7166666667,0.0297893712,0.8150078563,0.0304490075,0.6770444000,0.0027586609,0.0774243160,0.0012103793,0.6547523489,0.0023514296,0.0463441021,0.0015486801,0.2182856667,0.0006991813,0.0894945519,0.0010047103,0.0485625891,0.0007624827,0.7752360930,0.0008546352,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,cloth_slide_over_edge,compound_mechanism_shift,0.7000000000,0.0342719021,0.7797556483,0.0348772061,0.6689956000,0.0027284537,0.0888759600,0.0016926284,0.6473070414,0.0031048372,0.0576838172,0.0009949128,0.2218286000,0.0012258517,0.0988626915,0.0016767354,0.0537474154,0.0011783010,0.7654490904,0.0009711174,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,cloth_slide_over_edge,friction_mismatch,0.7166666667,0.0174307271,0.8204025207,0.0174052555,0.6842591000,0.0027546839,0.0727640800,0.0022539367,0.6522712572,0.0017615296,0.0432854856,0.0007705291,0.2190011667,0.0008100061,0.0844335010,0.0019290045,0.0481352253,0.0013829921,0.7826736832,0.0018494730,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,cloth_slide_over_edge,occluded_contact_shift,0.7083333333,0.0304353697,0.8024055558,0.0311551959,0.6747760000,0.0017864824,0.0796403480,0.0012666761,0.6538322878,0.0017290128,0.0496493244,0.0011958115,0.2189303333,0.0010146835,0.0915016345,0.0016957934,0.0503365456,0.0012569087,0.7729220591,0.0013630824,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,cloth_slide_over_edge,source_matched,0.7364583333,0.0341703956,0.8528496982,0.0355008303,0.6911613000,0.0023543247,0.0657324840,0.0019792367,0.6573114631,0.0016915496,0.0367240239,0.0016043015,0.2143845833,0.0006911276,0.0776703554,0.0008837078,0.0463049197,0.0007224177,0.7893409550,0.0018073228,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,cloth_slide_over_edge,support_topology_shift,0.7104166667,0.0373748323,0.8107175984,0.0380050510,0.6800950000,0.0017864824,0.0762209560,0.0012666761,0.6551844665,0.0023598091,0.0455564669,0.0007770721,0.2181967667,0.0015117629,0.0880318226,0.0015356652,0.0482643353,0.0007971615,0.7770403426,0.0010802589,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,cloth_slide_over_edge,tool_geometry_shift,0.7104166667,0.0342719021,0.7973867020,0.0343867339,0.6704556000,0.0029915864,0.0823704120,0.0016860219,0.6488268356,0.0017274253,0.0532674288,0.0008257236,0.2214046667,0.0007799120,0.0953681855,0.0017972285,0.0526470266,0.0007639054,0.7689718233,0.0019611203,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,deformable_packing_corner,actuator_lag_shift,0.7114583333,0.0225817317,0.7986529782,0.0236268664,0.6746229000,0.0029707192,0.0824241040,0.0021268809,0.6406733564,0.0029884774,0.0516440373,0.0016796840,0.2214752833,0.0009596566,0.0924693643,0.0013116415,0.0519779857,0.0007594789,0.7722499858,0.0013647861,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,deformable_packing_corner,compliance_shift,0.7218750000,0.0260128952,0.8172669587,0.0261747307,0.6776570000,0.0017602106,0.0778885400,0.0012479105,0.6458750011,0.0027599657,0.0470703478,0.0012062559,0.2196011500,0.0012162056,0.0884320343,0.0015755406,0.0495777166,0.0013344888,0.7754812476,0.0010642706,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,deformable_packing_corner,compound_mechanism_shift,0.7010416667,0.0427234978,0.7799453641,0.0434675952,0.6702690000,0.0018652978,0.0868106840,0.0013229728,0.6405797261,0.0018058578,0.0585911979,0.0011300609,0.2216847167,0.0010322151,0.0980252457,0.0016720863,0.0532043709,0.0012874679,0.7646756790,0.0015367740,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,deformable_packing_corner,friction_mismatch,0.7312500000,0.0296334864,0.8353277835,0.0304440519,0.6807522000,0.0023657657,0.0712863040,0.0012572933,0.6477465794,0.0017162053,0.0419415413,0.0012304803,0.2166190000,0.0010429998,0.0856536453,0.0015644479,0.0485543809,0.0012598457,0.7811521978,0.0017694525,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,deformable_packing_corner,occluded_contact_shift,0.7052083333,0.0354999592,0.7952244317,0.0362802686,0.6758842000,0.0030689903,0.0814590720,0.0016956273,0.6426017325,0.0031382575,0.0496321850,0.0013110005,0.2199745833,0.0014560906,0.0924264271,0.0014500319,0.0503851452,0.0012974109,0.7742091917,0.0008952055,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,deformable_packing_corner,source_matched,0.7229166667,0.0357793629,0.8355844740,0.0371912528,0.6902080000,0.0017339388,0.0680797080,0.0019676313,0.6496037102,0.0031578164,0.0366481796,0.0014725378,0.2146911667,0.0008830258,0.0797787201,0.0009856142,0.0460787753,0.0012966469,0.7900538575,0.0011629821,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,deformable_packing_corner,support_topology_shift,0.7364583333,0.0343056708,0.8338304767,0.0347669889,0.6798025000,0.0031096994,0.0770391800,0.0019463852,0.6453896287,0.0031212530,0.0449442926,0.0010982078,0.2188326833,0.0014261407,0.0888857498,0.0010488966,0.0482969269,0.0010097228,0.7790758492,0.0009340823,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,deformable_packing_corner,tool_geometry_shift,0.7145833333,0.0330892802,0.7983536883,0.0331083943,0.6713160000,0.0031369933,0.0840121360,0.0022165864,0.6401560752,0.0029680760,0.0542010495,0.0011734180,0.2216403333,0.0008099406,0.0944965368,0.0015247668,0.0525865942,0.0012855413,0.7701081518,0.0013108006,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,drawer_pull_with_stiction,actuator_lag_shift,0.7833333333,0.0280269932,0.8725168682,0.0287898984,0.6758986000,0.0027356584,0.0825777080,0.0019566772,0.6433242802,0.0031242810,0.0506376396,0.0012588281,0.2197523333,0.0007438757,0.0923653598,0.0016542274,0.0521286433,0.0007686186,0.7730552255,0.0009904068,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,drawer_pull_with_stiction,compliance_shift,0.7645833333,0.0306174373,0.8621711523,0.0309632355,0.6763700000,0.0017602106,0.0762116440,0.0012479105,0.6488286925,0.0017033978,0.0459628151,0.0009632252,0.2183888333,0.0008249291,0.0891770075,0.0017811922,0.0498013863,0.0013169331,0.7755273014,0.0013601116,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,drawer_pull_with_stiction,compound_mechanism_shift,0.7385416667,0.0292638889,0.8176517905,0.0297356221,0.6680272000,0.0030520703,0.0884537880,0.0013229728,0.6424624174,0.0027303223,0.0580009152,0.0010658084,0.2207364167,0.0009170582,0.0975928969,0.0015609719,0.0524716606,0.0008318402,0.7647009487,0.0008434227,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,drawer_pull_with_stiction,friction_mismatch,0.8083333333,0.0333680491,0.9135070497,0.0336016720,0.6814469000,0.0027393481,0.0720254080,0.0019593541,0.6483953107,0.0017811379,0.0406333786,0.0013881629,0.2157747333,0.0011968516,0.0852800278,0.0009373542,0.0478651065,0.0013212722,0.7815438275,0.0018081724,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,drawer_pull_with_stiction,occluded_contact_shift,0.7635416667,0.0229882762,0.8560584298,0.0229613165,0.6752818000,0.0030689903,0.0802711760,0.0021073078,0.6448222088,0.0030759932,0.0479707323,0.0008054923,0.2188369167,0.0014852793,0.0919970032,0.0013868823,0.0497094388,0.0010066562,0.7754722734,0.0009836871,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,drawer_pull_with_stiction,source_matched,0.7979166667,0.0217777778,0.9125135923,0.0221969100,0.6877590000,0.0017339388,0.0675738120,0.0012291449,0.6541558166,0.0027679196,0.0363442668,0.0014201599,0.2149299667,0.0012914691,0.0766820168,0.0010403695,0.0458231810,0.0011701101,0.7884722913,0.0010482823,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,drawer_pull_with_stiction,support_topology_shift,0.7729166667,0.0275267687,0.8712193194,0.0285340363,0.6792001000,0.0029434870,0.0768517840,0.0021073078,0.6461743876,0.0029625294,0.0443469249,0.0009650395,0.2180012667,0.0014189448,0.0885271913,0.0010126951,0.0488378285,0.0007825819,0.7794785010,0.0012786908,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,drawer_pull_with_stiction,tool_geometry_shift,0.7895833333,0.0214779711,0.8756117215,0.0215493281,0.6717720000,0.0031369933,0.0835802400,0.0022165864,0.6420077916,0.0029680760,0.0527461168,0.0006820682,0.2195223333,0.0007427573,0.0947125706,0.0017861235,0.0523765838,0.0013543922,0.7704145456,0.0013108006,10,96
action_conditioned_mechanism_retrieval_v5,cross_embodiment,granular_scoop_boundary,actuator_lag_shift,0.6927083333,0.0351327536,0.7808600519,0.0351731318,0.6740450000,0.0017602106,0.0828533840,0.0012479105,0.6485221316,0.0030151472,0.0525251869,0.0010856812,0.2215367833,0.0010507617,0.0931672039,0.0016957067,0.0509477541,0.0012628024,0.7707363970,0.0010642706,10,96
