method,split,task,regime,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_mechanism_precision,ci95_mechanism_precision,mean_incompatible_retrieval_rate,ci95_incompatible_retrieval_rate,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_query_cost,ci95_query_cost,mean_regret,ci95_regret,mean_calibration_error,ci95_calibration_error,mean_retrieval_coverage,ci95_retrieval_coverage,groups,episodes_per_group
oracle_mechanism_retrieval,sparse_corpus,bimanual_handoff_force_match,support_topology_shift,0.7906250000,0.0308059469,0.9415818691,0.0279801219,0.7428495000,0.0016419875,0.0468690120,0.0021831302,0.6854308846,0.0030631208,0.0350226808,0.0016081801,0.1797017500,0.0008432288,0.0683813496,0.0008980644,0.0390930042,0.0013676264,0.8814118193,0.0011408554,10,96
oracle_mechanism_retrieval,sparse_corpus,bimanual_handoff_force_match,tool_geometry_shift,0.7625000000,0.0160472633,0.9035118371,0.0167666383,0.7354004000,0.0027924983,0.0534535760,0.0021990621,0.6812483248,0.0030842815,0.0412075503,0.0009737626,0.1848424000,0.0013306334,0.0793509411,0.0008751647,0.0426204572,0.0006786274,0.8723428174,0.0009508149,10,96
oracle_mechanism_retrieval,sparse_corpus,cable_route_around_hook,actuator_lag_shift,0.7979166667,0.0192970805,0.9472160445,0.0191890290,0.7380613000,0.0031166138,0.0492375224,0.0020178441,0.6957582267,0.0015379870,0.0388435266,0.0014770769,0.1825177667,0.0014043270,0.0762392404,0.0007918180,0.0426224804,0.0011964283,0.8727306527,0.0019994678,10,96
oracle_mechanism_retrieval,sparse_corpus,cable_route_around_hook,compliance_shift,0.7562500000,0.0258611111,0.9127964827,0.0262308004,0.7460528000,0.0028298357,0.0468312064,0.0024028593,0.6974385478,0.0023608466,0.0344794844,0.0009971999,0.1810962000,0.0009898869,0.0727927104,0.0007567954,0.0393793793,0.0006250215,0.8790635516,0.0018385609,10,96
oracle_mechanism_retrieval,sparse_corpus,cable_route_around_hook,compound_mechanism_shift,0.7677083333,0.0353692520,0.9079262348,0.0361165366,0.7346062000,0.0016025798,0.0545300424,0.0011353171,0.6951309885,0.0015497078,0.0471958530,0.0009519440,0.1839897833,0.0012505485,0.0807582941,0.0018434827,0.0436482607,0.0013832776,0.8664878935,0.0017256851,10,96
oracle_mechanism_retrieval,sparse_corpus,cable_route_around_hook,friction_mismatch,0.7885416667,0.0347083333,0.9466524500,0.0315410726,0.7477697000,0.0015106285,0.0438848224,0.0010696376,0.7048073712,0.0023414092,0.0322051876,0.0011188930,0.1808043167,0.0009367088,0.0668910843,0.0018751181,0.0378238372,0.0013225271,0.8820164867,0.0009123821,10,96
oracle_mechanism_retrieval,sparse_corpus,cable_route_around_hook,occluded_contact_shift,0.7895833333,0.0235358113,0.9412412136,0.0247514626,0.7401913000,0.0030861977,0.0491876144,0.0023613527,0.6971225735,0.0028018913,0.0385061330,0.0008059916,0.1814185333,0.0010299328,0.0743428363,0.0019466125,0.0396156818,0.0006596723,0.8768016471,0.0013085927,10,96
oracle_mechanism_retrieval,sparse_corpus,cable_route_around_hook,source_matched,0.7937500000,0.0227350378,0.9645048562,0.0211715782,0.7540230000,0.0033186756,0.0362730984,0.0010414892,0.7064175816,0.0014216328,0.0267881169,0.0007462039,0.1791153000,0.0014020649,0.0605931730,0.0017993753,0.0351058496,0.0006584464,0.8898966541,0.0020244953,10,96
oracle_mechanism_retrieval,sparse_corpus,cable_route_around_hook,support_topology_shift,0.7333333333,0.0204619867,0.8899369977,0.0206767557,0.7432339000,0.0023455988,0.0456828664,0.0023243955,0.6976020397,0.0016207316,0.0356823006,0.0007430972,0.1811263333,0.0013298124,0.0703844923,0.0019322572,0.0395680059,0.0006615316,0.8802425400,0.0017000644,10,96
oracle_mechanism_retrieval,sparse_corpus,cable_route_around_hook,tool_geometry_shift,0.7500000000,0.0235751360,0.8945014753,0.0238094130,0.7387563000,0.0028154326,0.0543899304,0.0016735656,0.6963166924,0.0033484033,0.0430832951,0.0006610418,0.1839119000,0.0006454107,0.0774926464,0.0018252303,0.0438026189,0.0006714932,0.8713811082,0.0008068549,10,96
oracle_mechanism_retrieval,sparse_corpus,cloth_slide_over_edge,actuator_lag_shift,0.7697916667,0.0257264403,0.9187815943,0.0256129447,0.7392003000,0.0033542594,0.0490653816,0.0020248159,0.6916805716,0.0015123958,0.0388208267,0.0004870564,0.1824135167,0.0005416752,0.0770220919,0.0013136724,0.0416065661,0.0006415793,0.8737365011,0.0020868172,10,96
oracle_mechanism_retrieval,sparse_corpus,cloth_slide_over_edge,compliance_shift,0.7854166667,0.0272562288,0.9400844776,0.0260848245,0.7447810000,0.0033186756,0.0449370656,0.0016724199,0.6952124627,0.0014586507,0.0358735946,0.0006628209,0.1827584667,0.0010047985,0.0712867436,0.0019277799,0.0391036130,0.0010305248,0.8778018561,0.0020333526,10,96
oracle_mechanism_retrieval,sparse_corpus,cloth_slide_over_edge,compound_mechanism_shift,0.7614583333,0.0200619652,0.8993332965,0.0206327085,0.7345734000,0.0028015098,0.0575229016,0.0011165515,0.6911714584,0.0031164219,0.0458984531,0.0014245175,0.1854782833,0.0013610483,0.0818122443,0.0009623334,0.0439816864,0.0013707280,0.8665404979,0.0007773978,10,96
oracle_mechanism_retrieval,sparse_corpus,cloth_slide_over_edge,friction_mismatch,0.7906250000,0.0226636240,0.9507822876,0.0212935503,0.7477033000,0.0014843567,0.0448526816,0.0010508720,0.6994844161,0.0031696505,0.0318022377,0.0013716275,0.1803608500,0.0014468762,0.0662584512,0.0009085119,0.0387107629,0.0013291856,0.8829691031,0.0008963938,10,96
oracle_mechanism_retrieval,sparse_corpus,cloth_slide_over_edge,occluded_contact_shift,0.7510416667,0.0348946524,0.9028630083,0.0353839219,0.7419498000,0.0015500362,0.0494579736,0.0010977859,0.6978510309,0.0014984778,0.0377668082,0.0008328110,0.1823259167,0.0015103387,0.0754130903,0.0008856440,0.0406732476,0.0006931251,0.8741825056,0.0009363645,10,96
oracle_mechanism_retrieval,sparse_corpus,cloth_slide_over_edge,source_matched,0.7822916667,0.0358117102,0.9484565429,0.0341811016,0.7531418000,0.0014449490,0.0406609576,0.0010227236,0.7015608265,0.0034301163,0.0253185170,0.0011266294,0.1791125167,0.0009394785,0.0628420482,0.0013522924,0.0356982953,0.0006468868,0.8909136865,0.0008724114,10,96
oracle_mechanism_retrieval,sparse_corpus,cloth_slide_over_edge,support_topology_shift,0.7916666667,0.0313351310,0.9458347334,0.0283623817,0.7477938000,0.0015500362,0.0469537256,0.0010977859,0.6982954796,0.0028294699,0.0332692608,0.0009179766,0.1806774667,0.0016927498,0.0715003990,0.0009327229,0.0406415796,0.0006931251,0.8793882805,0.0009363645,10,96
oracle_mechanism_retrieval,sparse_corpus,cloth_slide_over_edge,tool_geometry_shift,0.7781250000,0.0258342331,0.9216203406,0.0264736810,0.7382993000,0.0015106285,0.0540782896,0.0010696376,0.6934493199,0.0031542740,0.0431552303,0.0007762174,0.1847373500,0.0006667892,0.0773354353,0.0017729334,0.0415001726,0.0010052704,0.8705552466,0.0009123821,10,96
oracle_mechanism_retrieval,sparse_corpus,deformable_packing_corner,actuator_lag_shift,0.7739583333,0.0256543268,0.9189575977,0.0256541715,0.7398776000,0.0032632906,0.0515743088,0.0022206817,0.6841989792,0.0031130098,0.0409434516,0.0008086846,0.1831843833,0.0008344399,0.0752928623,0.0017288368,0.0420966489,0.0013581852,0.8746857495,0.0007937569,10,96
oracle_mechanism_retrieval,sparse_corpus,deformable_packing_corner,compliance_shift,0.7875000000,0.0209097856,0.9411635673,0.0210447218,0.7438924000,0.0015237644,0.0473279928,0.0010790204,0.6903712003,0.0023415882,0.0355534595,0.0008200217,0.1816868000,0.0007070974,0.0718114781,0.0018957735,0.0395210079,0.0011985757,0.8769377124,0.0009203762,10,96
oracle_mechanism_retrieval,sparse_corpus,deformable_packing_corner,compound_mechanism_shift,0.7729166667,0.0283555741,0.9089782773,0.0291925721,0.7329449000,0.0032581341,0.0573843288,0.0011540826,0.6842781285,0.0028018519,0.0473166030,0.0012368674,0.1839582667,0.0009560039,0.0802364885,0.0015969073,0.0440415093,0.0007278039,0.8661465323,0.0006896894,10,96
oracle_mechanism_retrieval,sparse_corpus,deformable_packing_corner,friction_mismatch,0.7656250000,0.0242052095,0.9257857034,0.0243477540,0.7468973000,0.0028154326,0.0423001088,0.0020144147,0.6892959762,0.0015507829,0.0310586576,0.0014309677,0.1809043500,0.0013389708,0.0675045773,0.0007994712,0.0384841617,0.0014196080,0.8832557775,0.0019159665,10,96
oracle_mechanism_retrieval,sparse_corpus,deformable_packing_corner,occluded_contact_shift,0.7729166667,0.0124747894,0.9207331430,0.0128446553,0.7387554000,0.0016025798,0.0492014008,0.0023114018,0.6837931310,0.0016463302,0.0383180981,0.0006266509,0.1823901667,0.0014088033,0.0746669867,0.0018016360,0.0418609824,0.0006730819,0.8759771480,0.0016852365,10,96
oracle_mechanism_retrieval,sparse_corpus,deformable_packing_corner,source_matched,0.7885416667,0.0295160326,0.9521210055,0.0238722315,0.7548894000,0.0014974926,0.0399323848,0.0010602548,0.6952628465,0.0031619456,0.0264351169,0.0012950332,0.1785120167,0.0012689262,0.0599566261,0.0009162002,0.0359949782,0.0014167567,0.8903532089,0.0009043879,10,96
oracle_mechanism_retrieval,sparse_corpus,deformable_packing_corner,support_topology_shift,0.7729166667,0.0348082712,0.9277984113,0.0360536047,0.7445994000,0.0016025798,0.0446961528,0.0019978406,0.6871090147,0.0016147652,0.0344117307,0.0006068985,0.1813104667,0.0017086270,0.0714129646,0.0015913257,0.0399963984,0.0013033145,0.8797021828,0.0017867861,10,96
oracle_mechanism_retrieval,sparse_corpus,deformable_packing_corner,tool_geometry_shift,0.7593750000,0.0188723835,0.9025543494,0.0191154573,0.7390592000,0.0023448370,0.0536447168,0.0011071687,0.6861533149,0.0028247404,0.0407173802,0.0006298576,0.1840635500,0.0016080005,0.0795196526,0.0009404110,0.0431791755,0.0011927441,0.8701340530,0.0008505401,10,96
oracle_mechanism_retrieval,sparse_corpus,drawer_pull_with_stiction,actuator_lag_shift,0.8333333333,0.0221572836,0.9747896687,0.0179484319,0.7377564000,0.0028107379,0.0503121000,0.0023374676,0.6848955765,0.0015951336,0.0397830470,0.0009313537,0.1825283333,0.0006697024,0.0739003241,0.0013349451,0.0407095936,0.0012114937,0.8742265860,0.0017277950,10,96
oracle_mechanism_retrieval,sparse_corpus,drawer_pull_with_stiction,compliance_shift,0.8437500000,0.0275603994,0.9811010280,0.0142590457,0.7462120000,0.0015237644,0.0482372840,0.0010790204,0.6912304951,0.0031466357,0.0347036099,0.0008390666,0.1805765000,0.0007162204,0.0714505289,0.0018667691,0.0394715965,0.0006815656,0.8784407230,0.0009203762,10,96
oracle_mechanism_retrieval,sparse_corpus,drawer_pull_with_stiction,compound_mechanism_shift,0.8177083333,0.0321017414,0.9509475740,0.0286179240,0.7329090000,0.0016288516,0.0556106200,0.0022984878,0.6828758283,0.0023588183,0.0448753934,0.0013715780,0.1844000833,0.0006606905,0.0808507130,0.0008378960,0.0429396699,0.0013265063,0.8678768828,0.0016779017,10,96
oracle_mechanism_retrieval,sparse_corpus,drawer_pull_with_stiction,friction_mismatch,0.8291666667,0.0274256290,0.9788369529,0.0174763164,0.7469965000,0.0015369003,0.0416234000,0.0010884031,0.6935931810,0.0014856703,0.0296152380,0.0013635605,0.1799409667,0.0014893864,0.0673423757,0.0008779461,0.0368574744,0.0006873453,0.8826071160,0.0015914844,10,96
oracle_mechanism_retrieval,sparse_corpus,drawer_pull_with_stiction,occluded_contact_shift,0.8562500000,0.0233381939,0.9888057690,0.0105845403,0.7445610000,0.0016025798,0.0485986920,0.0011353171,0.6909927458,0.0015497078,0.0377686084,0.0012415576,0.1799935000,0.0006310372,0.0729142717,0.0017545959,0.0402798791,0.0012997633,0.8750393585,0.0013461429,10,96
oracle_mechanism_retrieval,sparse_corpus,drawer_pull_with_stiction,source_matched,0.8687500000,0.0161622990,0.9993827018,0.0012099046,0.7560470000,0.0014974926,0.0400116760,0.0010602548,0.6963898913,0.0033357089,0.0251982173,0.0010735699,0.1777689000,0.0011176188,0.0588895074,0.0009246320,0.0354342868,0.0013258480,0.8911490594,0.0009043879,10,96
oracle_mechanism_retrieval,sparse_corpus,drawer_pull_with_stiction,support_topology_shift,0.8270833333,0.0267415903,0.9753588828,0.0212092503,0.7462029000,0.0030712139,0.0460944440,0.0011353171,0.6928378945,0.0023441322,0.0351276111,0.0009189339,0.1793221333,0.0009170221,0.0689763679,0.0017540431,0.0384473111,0.0007162443,0.8791085654,0.0007293330,10,96
oracle_mechanism_retrieval,sparse_corpus,drawer_pull_with_stiction,tool_geometry_shift,0.8416666667,0.0113062380,0.9825081871,0.0080819834,0.7375190000,0.0033058937,0.0537980080,0.0020076699,0.6859806697,0.0032699758,0.0400928606,0.0006079098,0.1821350667,0.0013694274,0.0785384583,0.0017087275,0.0420637681,0.0013133243,0.8723696395,0.0007730148,10,96
oracle_mechanism_retrieval,sparse_corpus,granular_scoop_boundary,actuator_lag_shift,0.7645833333,0.0175366899,0.9110413309,0.0179219177,0.7395946000,0.0032816458,0.0512105928,0.0023506169,0.6895714093,0.0028318729,0.0405338415,0.0014480757,0.1844583333,0.0010429021,0.0746045913,0.0007988308,0.0429995295,0.0006384321,0.8741925324,0.0013340628,10,96
oracle_mechanism_retrieval,sparse_corpus,granular_scoop_boundary,compliance_shift,0.7427083333,0.0298282151,0.8965219229,0.0300989704,0.7456674000,0.0014974926,0.0484342768,0.0016727204,0.6935480803,0.0033767440,0.0361659494,0.0014737912,0.1825376833,0.0014543979,0.0708040770,0.0008850529,0.0395285084,0.0012006871,0.8784973354,0.0009710314,10,96
oracle_mechanism_retrieval,sparse_corpus,granular_scoop_boundary,compound_mechanism_shift,0.7708333333,0.0267069285,0.9092107147,0.0269633813,0.7334914000,0.0016025798,0.0546116128,0.0016760243,0.6877629736,0.0015866309,0.0463623129,0.0008872427,0.1842850333,0.0014013248,0.0815485891,0.0018562229,0.0440607458,0.0013666623,0.8663382152,0.0017765688,10,96
oracle_mechanism_retrieval,sparse_corpus,granular_scoop_boundary,friction_mismatch,0.7895833333,0.0264980054,0.9496140741,0.0241304239,0.7462426000,0.0023425238,0.0416708928,0.0010696376,0.6971073988,0.0014600553,0.0304714625,0.0008042767,0.1791511333,0.0006886347,0.0689492570,0.0013385633,0.0386231943,0.0013905773,0.8817359544,0.0017324671,10,96
oracle_mechanism_retrieval,sparse_corpus,granular_scoop_boundary,occluded_contact_shift,0.7750000000,0.0255004085,0.9244803918,0.0254408797,0.7413599000,0.0032962925,0.0509001848,0.0020043549,0.6919808735,0.0032611833,0.0378835129,0.0008268973,0.1823400000,0.0014478102,0.0756708526,0.0014015721,0.0404325630,0.0011881219,0.8764407809,0.0007806196,10,96
oracle_mechanism_retrieval,sparse_corpus,granular_scoop_boundary,source_matched,0.8010416667,0.0244337453,0.9665046632,0.0205016360,0.7573217000,0.0023415614,0.0375061688,0.0023771417,0.6964192641,0.0015183430,0.0248501818,0.0007681239,0.1782422167,0.0007492037,0.0624038308,0.0016420519,0.0356273587,0.0013668988,0.8917525659,0.0017350948,10,96
oracle_mechanism_retrieval,sparse_corpus,granular_scoop_boundary,support_topology_shift,0.7864583333,0.0306250000,0.9423044553,0.0308804392,0.7430018000,0.0028015098,0.0463949368,0.0023243955,0.6938960572,0.0030844005,0.0337708956,0.0008383913,0.1810998833,0.0014799346,0.0716416431,0.0013532408,0.0391682790,0.0006615316,0.8806300478,0.0013096018,10,96
oracle_mechanism_retrieval,sparse_corpus,granular_scoop_boundary,tool_geometry_shift,0.7791666667,0.0352051856,0.9208415496,0.0323911457,0.7391479000,0.0015369003,0.0535465008,0.0010884031,0.6918881525,0.0028342492,0.0411612551,0.0011913142,0.1826872667,0.0012575090,0.0790492058,0.0015485100,0.0430450040,0.0006873453,0.8698670420,0.0009283703,10,96
oracle_mechanism_retrieval,sparse_corpus,mobile_base_contact_alignment,actuator_lag_shift,0.7968750000,0.0281012588,0.9410233830,0.0287730011,0.7393590000,0.0032269086,0.0518251704,0.0019978406,0.6788822590,0.0032436785,0.0388091119,0.0014784328,0.1833195500,0.0014136540,0.0766614520,0.0009091817,0.0411200827,0.0006877704,0.8745532098,0.0008149770,10,96
oracle_mechanism_retrieval,sparse_corpus,mobile_base_contact_alignment,compliance_shift,0.8208333333,0.0340005447,0.9631379712,0.0261267576,0.7416679000,0.0023455988,0.0463603544,0.0023243955,0.6791891276,0.0016207316,0.0354167248,0.0010951694,0.1803447333,0.0010770079,0.0714556117,0.0019957885,0.0389944457,0.0006615316,0.8789686107,0.0017000644,10,96
oracle_mechanism_retrieval,sparse_corpus,mobile_base_contact_alignment,compound_mechanism_shift,0.8104166667,0.0214779711,0.9438661339,0.0206490504,0.7319412000,0.0016813952,0.0572886904,0.0019792367,0.6756870358,0.0031918217,0.0458882083,0.0007772399,0.1848819667,0.0011866010,0.0813712244,0.0018350840,0.0428514990,0.0007224177,0.8681199746,0.0011311600,10,96
oracle_mechanism_retrieval,sparse_corpus,mobile_base_contact_alignment,friction_mismatch,0.8020833333,0.0263578033,0.9575262707,0.0230154787,0.7476268000,0.0030786869,0.0434424704,0.0023178887,0.6837954535,0.0030772531,0.0304784729,0.0004209760,0.1795839333,0.0016967412,0.0680289930,0.0016501913,0.0374564595,0.0006673068,0.8846831958,0.0012940691,10,96
oracle_mechanism_retrieval,sparse_corpus,mobile_base_contact_alignment,occluded_contact_shift,0.8177083333,0.0232287878,0.9598523485,0.0152889506,0.7388472000,0.0016551234,0.0498882624,0.0021778746,0.6804722508,0.0031932022,0.0384833284,0.0012959759,0.1806797833,0.0010728746,0.0723660713,0.0013166944,0.0405526922,0.0013636467,0.8770164803,0.0011488136,10,96
oracle_mechanism_retrieval,sparse_corpus,mobile_base_contact_alignment,source_matched,0.8270833333,0.0289055908,0.9799875161,0.0143924467,0.7565618000,0.0028107379,0.0397472464,0.0016739525,0.6879502864,0.0033390011,0.0255283072,0.0009119361,0.1769662333,0.0008233079,0.0609927209,0.0018354999,0.0371510359,0.0006772685,0.8916741092,0.0008146435,10,96
oracle_mechanism_retrieval,sparse_corpus,mobile_base_contact_alignment,support_topology_shift,0.8354166667,0.0174307271,0.9843434230,0.0151924192,0.7446912000,0.0016551234,0.0463835144,0.0022856549,0.6809517170,0.0027901216,0.0343282460,0.0012218680,0.1799524667,0.0014526859,0.0692081272,0.0015348781,0.0381038162,0.0006961835,0.8814818851,0.0013932971,10,96
oracle_mechanism_retrieval,sparse_corpus,mobile_base_contact_alignment,tool_geometry_shift,0.8104166667,0.0171629581,0.9499779391,0.0151011930,0.7372925000,0.0032178829,0.0540045784,0.0016766731,0.6781839798,0.0032923351,0.0411513205,0.0013586080,0.1832700667,0.0007629544,0.0770260944,0.0009539534,0.0428700533,0.0007061458,0.8715831253,0.0007716690,10,96
oracle_mechanism_retrieval,sparse_corpus,peg_insert_contact_search,actuator_lag_shift,0.8041666667,0.0270172841,0.9431468154,0.0253222964,0.7379630000,0.0028107379,0.0496144592,0.0022206817,0.6615013139,0.0015833743,0.0395956121,0.0015575961,0.1835768667,0.0007562955,0.0740112270,0.0007809709,0.0409179713,0.0013581852,0.8739685724,0.0018419800,10,96
oracle_mechanism_retrieval,sparse_corpus,peg_insert_contact_search,compliance_shift,0.8062500000,0.0224067168,0.9533085933,0.0225734259,0.7472026000,0.0015237644,0.0480996432,0.0016732313,0.6657992325,0.0033578279,0.0362419750,0.0007239184,0.1820777000,0.0006581925,0.0704704978,0.0015940570,0.0394246343,0.0006657181,0.8794602294,0.0009869354,10,96
oracle_mechanism_retrieval,sparse_corpus,peg_insert_contact_search,compound_mechanism_shift,0.7822916667,0.0369573625,0.9131908966,0.0379106071,0.7307636000,0.0016288516,0.0562344792,0.0022984878,0.6598847132,0.0030560330,0.0456858635,0.0013886290,0.1845281167,0.0008063109,0.0804702267,0.0008738178,0.0439620917,0.0013265063,0.8684086192,0.0013894257,10,96
oracle_mechanism_retrieval,sparse_corpus,peg_insert_contact_search,friction_mismatch,0.8166666667,0.0234174410,0.9689316881,0.0199936549,0.7475951000,0.0015369003,0.0422062592,0.0010884031,0.6705461009,0.0014856703,0.0293854381,0.0006785560,0.1791232667,0.0015874921,0.0685290518,0.0008779461,0.0372543401,0.0010060418,0.8825276324,0.0013423045,10,96
oracle_mechanism_retrieval,sparse_corpus,peg_insert_contact_search,occluded_contact_shift,0.8281250000,0.0230285359,0.9693429198,0.0201399385,0.7431996000,0.0016025798,0.0477815512,0.0011353171,0.6660346657,0.0015497078,0.0386829586,0.0008693673,0.1803554500,0.0007487741,0.0729523458,0.0017545959,0.0410149448,0.0013628789,0.8753678749,0.0015786710,10,96
oracle_mechanism_retrieval,sparse_corpus,peg_insert_contact_search,source_matched,0.8166666667,0.0275939892,0.9715729425,0.0179037119,0.7578216000,0.0014974926,0.0394335352,0.0020248159,0.6717580463,0.0033143307,0.0249030475,0.0014084704,0.1774090667,0.0014007856,0.0607244643,0.0008481068,0.0351159766,0.0012007269,0.8927057159,0.0010198588,10,96
oracle_mechanism_retrieval,sparse_corpus,peg_insert_contact_search,support_topology_shift,0.8125000000,0.0227757452,0.9633591700,0.0223926200,0.7476429000,0.0023473423,0.0452773032,0.0011353171,0.6692805144,0.0015497078,0.0351979112,0.0008159365,0.1794945000,0.0009578213,0.0689892294,0.0017545959,0.0385820769,0.0011871371,0.8796611938,0.0013094929,10,96
oracle_mechanism_retrieval,sparse_corpus,peg_insert_contact_search,tool_geometry_shift,0.7854166667,0.0255004085,0.9225296064,0.0264003112,0.7373336000,0.0033058937,0.0538208672,0.0020076699,0.6621691896,0.0032699758,0.0414759607,0.0008298442,0.1827944667,0.0013137992,0.0784652936,0.0018282531,0.0421156739,0.0013843355,0.8726134360,0.0007730148,10,96
oracle_mechanism_retrieval,sparse_corpus,snap_fit_latch_release,actuator_lag_shift,0.8010416667,0.0365794654,0.9428051946,0.0355799578,0.7413719000,0.0028249818,0.0510030976,0.0023572201,0.6716552516,0.0028363323,0.0389606668,0.0018384428,0.1827830167,0.0015560846,0.0756621449,0.0007912040,0.0412682696,0.0006326574,0.8747451661,0.0014648036,10,96
oracle_mechanism_retrieval,sparse_corpus,snap_fit_latch_release,compliance_shift,0.8135416667,0.0246225715,0.9581572423,0.0176555760,0.7469253000,0.0014843567,0.0468552816,0.0023704826,0.6737598251,0.0028454031,0.0336554197,0.0010739431,0.1801585167,0.0005190703,0.0731376108,0.0007759548,0.0393536045,0.0013452721,0.8803947071,0.0010649853,10,96
oracle_mechanism_retrieval,sparse_corpus,snap_fit_latch_release,compound_mechanism_shift,0.7906250000,0.0202915146,0.9237761130,0.0200700694,0.7340255000,0.0032359625,0.0575181176,0.0016754277,0.6712960259,0.0032515549,0.0453746182,0.0011964329,0.1853117500,0.0012361151,0.0820097868,0.0009351869,0.0430471099,0.0011865011,0.8674949529,0.0007488921,10,96
oracle_mechanism_retrieval,sparse_corpus,snap_fit_latch_release,friction_mismatch,0.8114583333,0.0173374784,0.9667311177,0.0149271441,0.7463595000,0.0023421294,0.0422783976,0.0010602548,0.6803037161,0.0014472478,0.0315077378,0.0007597383,0.1805701833,0.0006604850,0.0674738610,0.0019173552,0.0391948744,0.0010049343,0.8819584561,0.0015254512,10,96
oracle_mechanism_retrieval,sparse_corpus,snap_fit_latch_release,occluded_contact_shift,0.7822916667,0.0207429939,0.9296359500,0.0211046089,0.7427753000,0.0015631721,0.0494336896,0.0011071687,0.6779489809,0.0015112853,0.0371924083,0.0011739048,0.1827188167,0.0013187339,0.0747942344,0.0008933420,0.0415275590,0.0006989049,0.8744320026,0.0009443586,10,96
oracle_mechanism_retrieval,sparse_corpus,snap_fit_latch_release,source_matched,0.8218750000,0.0248099606,0.9791563632,0.0180215469,0.7552588000,0.0033835590,0.0365566736,0.0010321064,0.6830930764,0.0014088253,0.0254623172,0.0011742473,0.1775410500,0.0013303912,0.0595501749,0.0008317586,0.0346396268,0.0010041250,0.8898481036,0.0017101005,10,96
oracle_mechanism_retrieval,sparse_corpus,snap_fit_latch_release,support_topology_shift,0.7906250000,0.0322744100,0.9418447696,0.0308796222,0.7472186000,0.0023448370,0.0469294416,0.0011071687,0.6783934295,0.0028247404,0.0338764109,0.0013093977,0.1815224500,0.0015359751,0.0708815431,0.0009404110,0.0396949911,0.0013094146,0.8795257215,0.0008505401,10,96
oracle_mechanism_retrieval,sparse_corpus,snap_fit_latch_release,tool_geometry_shift,0.8041666667,0.0166144785,0.9447866062,0.0157653460,0.7369828000,0.0015237644,0.0525240056,0.0010790204,0.6756609198,0.0014728628,0.0410491804,0.0006799854,0.1824842667,0.0005996965,0.0785872837,0.0017811994,0.0414120041,0.0010056395,0.8695011837,0.0009203762,10,96
oracle_mechanism_retrieval,sparse_corpus,twist_lid_with_force_limit,actuator_lag_shift,0.7843750000,0.0199694066,0.9235516555,0.0212924190,0.7403393000,0.0032541537,0.0517262432,0.0020076699,0.6568521015,0.0032699758,0.0393220870,0.0008169120,0.1821160500,0.0012123682,0.0765167431,0.0018282531,0.0417086599,0.0014110910,0.8747195694,0.0007776743,10,96
oracle_mechanism_retrieval,sparse_corpus,twist_lid_with_force_limit,compliance_shift,0.8239583333,0.0130730453,0.9719663589,0.0133735992,0.7420441000,0.0015369003,0.0448294272,0.0010884031,0.6608070900,0.0014856703,0.0334884099,0.0013142487,0.1810647833,0.0015364237,0.0724363966,0.0008779461,0.0393012108,0.0011966070,0.8780269624,0.0017478543,10,96
oracle_mechanism_retrieval,sparse_corpus,twist_lid_with_force_limit,compound_mechanism_shift,0.8427083333,0.0207429939,0.9675819634,0.0150786025,0.7333331000,0.0016419875,0.0554827632,0.0022920611,0.6527275233,0.0023601405,0.0450515434,0.0015568509,0.1832277833,0.0008006231,0.0806012289,0.0008455496,0.0429888642,0.0011972942,0.8678564822,0.0016742795,10,96
oracle_mechanism_retrieval,sparse_corpus,twist_lid_with_force_limit,friction_mismatch,0.8291666667,0.0149722222,0.9802119669,0.0142336906,0.7476047000,0.0031013318,0.0426275432,0.0023374676,0.6593872560,0.0015951336,0.0316001280,0.0009368295,0.1797978667,0.0005383015,0.0665216688,0.0016597398,0.0376039807,0.0013464074,0.8842395234,0.0017572671,10,96
oracle_mechanism_retrieval,sparse_corpus,twist_lid_with_force_limit,occluded_contact_shift,0.8197916667,0.0280682761,0.9564867925,0.0215159875,0.7438371000,0.0016157157,0.0476508352,0.0011446999,0.6597251408,0.0015625153,0.0379013085,0.0009283186,0.1815908167,0.0013728510,0.0743932351,0.0018381952,0.0404242534,0.0012965818,0.8759211179,0.0017213284,10,96
oracle_mechanism_retrieval,sparse_corpus,twist_lid_with_force_limit,source_matched,0.8270833333,0.0224067168,0.9835984328,0.0180027410,0.7535325000,0.0028249818,0.0357838192,0.0010696376,0.6662478863,0.0014600553,0.0238273673,0.0008125601,0.1762705333,0.0006992109,0.0631794099,0.0008625503,0.0365596811,0.0012005689,0.8902607708,0.0019678166,10,96
oracle_mechanism_retrieval,sparse_corpus,twist_lid_with_force_limit,support_topology_shift,0.8072916667,0.0228265273,0.9553596251,0.0215961185,0.7468797000,0.0027880745,0.0451465872,0.0011446999,0.6629709894,0.0015625153,0.0343600111,0.0009940088,0.1806861167,0.0014209229,0.0704301186,0.0018381952,0.0385916854,0.0007220241,0.8793019808,0.0012865742,10,96
oracle_mechanism_retrieval,sparse_corpus,twist_lid_with_force_limit,tool_geometry_shift,0.8333333333,0.0177467177,0.9686856571,0.0152160939,0.7392752000,0.0028015098,0.0536211512,0.0011165515,0.6585668797,0.0028200613,0.0402358806,0.0012284534,0.1838012333,0.0011227885,0.0781983480,0.0009480992,0.0420827784,0.0013707280,0.8708187469,0.0007773978,10,96
